     n         h                l                k               nl               nk
  3583  -0.62102214E+01   0.52723157E-03  -0.74875880E-03   0.18890707E+01  -0.26828028E+01
  3584  -0.62102219E+01   0.52708449E-03  -0.74855007E-03   0.18890708E+01  -0.26828035E+01
  3585  -0.62102225E+01   0.52693748E-03  -0.74834145E-03   0.18890709E+01  -0.26828041E+01
  3586  -0.62102230E+01   0.52679056E-03  -0.74813295E-03   0.18890709E+01  -0.26828048E+01
  3587  -0.62102235E+01   0.52664372E-03  -0.74792457E-03   0.18890710E+01  -0.26828054E+01
  3588  -0.62102241E+01   0.52649696E-03  -0.74771630E-03   0.18890711E+01  -0.26828061E+01
  3589  -0.62102246E+01   0.52635028E-03  -0.74750815E-03   0.18890712E+01  -0.26828068E+01
  3590  -0.62102252E+01   0.52620369E-03  -0.74730011E-03   0.18890712E+01  -0.26828074E+01
  3591  -0.62102257E+01   0.52605717E-03  -0.74709219E-03   0.18890713E+01  -0.26828081E+01
  3592  -0.62102262E+01   0.52591074E-03  -0.74688439E-03   0.18890714E+01  -0.26828087E+01
  3593  -0.62102268E+01   0.52576439E-03  -0.74667670E-03   0.18890715E+01  -0.26828094E+01
  3594  -0.62102273E+01   0.52561812E-03  -0.74646913E-03   0.18890715E+01  -0.26828101E+01
  3595  -0.62102278E+01   0.52547193E-03  -0.74626167E-03   0.18890716E+01  -0.26828107E+01
  3596  -0.62102284E+01   0.52532583E-03  -0.74605433E-03   0.18890717E+01  -0.26828114E+01
  3597  -0.62102289E+01   0.52517980E-03  -0.74584710E-03   0.18890717E+01  -0.26828120E+01
  3598  -0.62102294E+01   0.52503386E-03  -0.74563999E-03   0.18890718E+01  -0.26828127E+01
  3599  -0.62102300E+01   0.52488799E-03  -0.74543299E-03   0.18890719E+01  -0.26828133E+01
  3600  -0.62102305E+01   0.52474221E-03  -0.74522610E-03   0.18890720E+01  -0.26828140E+01
  3601  -0.62102310E+01   0.52459651E-03  -0.74501934E-03   0.18890720E+01  -0.26828146E+01
  3602  -0.62102316E+01   0.52445089E-03  -0.74481268E-03   0.18890721E+01  -0.26828153E+01
  3603  -0.62102321E+01   0.52430535E-03  -0.74460614E-03   0.18890722E+01  -0.26828159E+01
  3604  -0.62102326E+01   0.52415989E-03  -0.74439972E-03   0.18890722E+01  -0.26828166E+01
  3605  -0.62102331E+01   0.52401451E-03  -0.74419341E-03   0.18890723E+01  -0.26828172E+01
  3606  -0.62102337E+01   0.52386921E-03  -0.74398722E-03   0.18890724E+01  -0.26828179E+01
  3607  -0.62102342E+01   0.52372399E-03  -0.74378113E-03   0.18890724E+01  -0.26828185E+01
  3608  -0.62102347E+01   0.52357885E-03  -0.74357517E-03   0.18890725E+01  -0.26828192E+01
  3609  -0.62102353E+01   0.52343380E-03  -0.74336931E-03   0.18890726E+01  -0.26828198E+01
  3610  -0.62102358E+01   0.52328882E-03  -0.74316357E-03   0.18890726E+01  -0.26828205E+01
  3611  -0.62102363E+01   0.52314392E-03  -0.74295795E-03   0.18890727E+01  -0.26828212E+01
  3612  -0.62102368E+01   0.52299911E-03  -0.74275244E-03   0.18890728E+01  -0.26828218E+01
  3613  -0.62102374E+01   0.52285437E-03  -0.74254704E-03   0.18890728E+01  -0.26828225E+01
  3614  -0.62102379E+01   0.52270971E-03  -0.74234175E-03   0.18890729E+01  -0.26828231E+01
  3615  -0.62102384E+01   0.52256514E-03  -0.74213658E-03   0.18890730E+01  -0.26828237E+01
  3616  -0.62102389E+01   0.52242064E-03  -0.74193152E-03   0.18890730E+01  -0.26828244E+01
  3617  -0.62102395E+01   0.52227623E-03  -0.74172658E-03   0.18890731E+01  -0.26828250E+01
  3618  -0.62102400E+01   0.52213189E-03  -0.74152175E-03   0.18890732E+01  -0.26828257E+01
  3619  -0.62102405E+01   0.52198763E-03  -0.74131703E-03   0.18890732E+01  -0.26828263E+01
  3620  -0.62102410E+01   0.52184345E-03  -0.74111242E-03   0.18890733E+01  -0.26828270E+01
  3621  -0.62102416E+01   0.52169936E-03  -0.74090793E-03   0.18890734E+01  -0.26828276E+01
  3622  -0.62102421E+01   0.52155534E-03  -0.74070355E-03   0.18890734E+01  -0.26828283E+01
  3623  -0.62102426E+01   0.52141140E-03  -0.74049928E-03   0.18890735E+01  -0.26828289E+01
  3624  -0.62102431E+01   0.52126754E-03  -0.74029513E-03   0.18890736E+01  -0.26828296E+01
  3625  -0.62102436E+01   0.52112376E-03  -0.74009109E-03   0.18890736E+01  -0.26828302E+01
  3626  -0.62102442E+01   0.52098006E-03  -0.73988716E-03   0.18890737E+01  -0.26828308E+01
  3627  -0.62102447E+01   0.52083644E-03  -0.73968334E-03   0.18890738E+01  -0.26828315E+01
  3628  -0.62102452E+01   0.52069289E-03  -0.73947964E-03   0.18890738E+01  -0.26828321E+01
  3629  -0.62102457E+01   0.52054943E-03  -0.73927604E-03   0.18890739E+01  -0.26828327E+01
  3630  -0.62102462E+01   0.52040605E-03  -0.73907256E-03   0.18890740E+01  -0.26828334E+01
  3631  -0.62102467E+01   0.52026274E-03  -0.73886919E-03   0.18890740E+01  -0.26828340E+01
  3632  -0.62102473E+01   0.52011951E-03  -0.73866594E-03   0.18890741E+01  -0.26828347E+01
  3633  -0.62102478E+01   0.51997637E-03  -0.73846279E-03   0.18890742E+01  -0.26828353E+01
  3634  -0.62102483E+01   0.51983330E-03  -0.73825976E-03   0.18890742E+01  -0.26828360E+01
  3635  -0.62102488E+01   0.51969031E-03  -0.73805684E-03   0.18890743E+01  -0.26828366E+01
  3636  -0.62102493E+01   0.51954740E-03  -0.73785403E-03   0.18890743E+01  -0.26828373E+01
  3637  -0.62102498E+01   0.51940456E-03  -0.73765133E-03   0.18890744E+01  -0.26828379E+01
  3638  -0.62102504E+01   0.51926181E-03  -0.73744874E-03   0.18890745E+01  -0.26828385E+01
  3639  -0.62102509E+01   0.51911913E-03  -0.73724626E-03   0.18890745E+01  -0.26828391E+01
  3640  -0.62102514E+01   0.51897653E-03  -0.73704390E-03   0.18890746E+01  -0.26828398E+01
  3641  -0.62102519E+01   0.51883401E-03  -0.73684164E-03   0.18890746E+01  -0.26828404E+01
  3642  -0.62102524E+01   0.51869157E-03  -0.73663950E-03   0.18890747E+01  -0.26828411E+01
  3643  -0.62102529E+01   0.51854921E-03  -0.73643747E-03   0.18890748E+01  -0.26828417E+01
  3644  -0.62102534E+01   0.51840692E-03  -0.73623555E-03   0.18890748E+01  -0.26828423E+01
  3645  -0.62102539E+01   0.51826471E-03  -0.73603373E-03   0.18890749E+01  -0.26828429E+01
  3646  -0.62102544E+01   0.51812258E-03  -0.73583203E-03   0.18890749E+01  -0.26828436E+01
  3647  -0.62102550E+01   0.51798053E-03  -0.73563044E-03   0.18890750E+01  -0.26828442E+01
  3648  -0.62102555E+01   0.51783856E-03  -0.73542896E-03   0.18890751E+01  -0.26828448E+01
  3649  -0.62102560E+01   0.51769666E-03  -0.73522759E-03   0.18890751E+01  -0.26828455E+01
  3650  -0.62102565E+01   0.51755485E-03  -0.73502634E-03   0.18890752E+01  -0.26828461E+01
  3651  -0.62102570E+01   0.51741310E-03  -0.73482519E-03   0.18890752E+01  -0.26828468E+01
  3652  -0.62102575E+01   0.51727144E-03  -0.73462415E-03   0.18890753E+01  -0.26828474E+01
  3653  -0.62102580E+01   0.51712986E-03  -0.73442322E-03   0.18890754E+01  -0.26828480E+01
  3654  -0.62102585E+01   0.51698835E-03  -0.73422240E-03   0.18890754E+01  -0.26828486E+01
  3655  -0.62102590E+01   0.51684692E-03  -0.73402169E-03   0.18890755E+01  -0.26828493E+01
  3656  -0.62102595E+01   0.51670556E-03  -0.73382109E-03   0.18890755E+01  -0.26828499E+01
  3657  -0.62102600E+01   0.51656429E-03  -0.73362060E-03   0.18890756E+01  -0.26828505E+01
  3658  -0.62102605E+01   0.51642309E-03  -0.73342022E-03   0.18890757E+01  -0.26828512E+01
  3659  -0.62102610E+01   0.51628197E-03  -0.73321995E-03   0.18890757E+01  -0.26828518E+01
  3660  -0.62102615E+01   0.51614092E-03  -0.73301979E-03   0.18890758E+01  -0.26828524E+01
  3661  -0.62102620E+01   0.51599995E-03  -0.73281973E-03   0.18890758E+01  -0.26828530E+01
  3662  -0.62102626E+01   0.51585906E-03  -0.73261979E-03   0.18890759E+01  -0.26828537E+01
  3663  -0.62102631E+01   0.51571825E-03  -0.73241995E-03   0.18890759E+01  -0.26828543E+01
  3664  -0.62102636E+01   0.51557751E-03  -0.73222023E-03   0.18890760E+01  -0.26828549E+01
  3665  -0.62102641E+01   0.51543685E-03  -0.73202061E-03   0.18890761E+01  -0.26828555E+01
  3666  -0.62102646E+01   0.51529627E-03  -0.73182110E-03   0.18890761E+01  -0.26828562E+01
  3667  -0.62102651E+01   0.51515576E-03  -0.73162171E-03   0.18890762E+01  -0.26828568E+01
  3668  -0.62102656E+01   0.51501533E-03  -0.73142241E-03   0.18890762E+01  -0.26828574E+01
  3669  -0.62102661E+01   0.51487498E-03  -0.73122323E-03   0.18890763E+01  -0.26828580E+01
  3670  -0.62102666E+01   0.51473470E-03  -0.73102416E-03   0.18890763E+01  -0.26828587E+01
  3671  -0.62102671E+01   0.51459450E-03  -0.73082519E-03   0.18890764E+01  -0.26828593E+01
  3672  -0.62102676E+01   0.51445437E-03  -0.73062634E-03   0.18890764E+01  -0.26828599E+01
  3673  -0.62102681E+01   0.51431432E-03  -0.73042759E-03   0.18890765E+01  -0.26828605E+01
  3674  -0.62102686E+01   0.51417435E-03  -0.73022895E-03   0.18890766E+01  -0.26828612E+01
  3675  -0.62102691E+01   0.51403446E-03  -0.73003041E-03   0.18890766E+01  -0.26828618E+01
  3676  -0.62102695E+01   0.51389464E-03  -0.72983199E-03   0.18890767E+01  -0.26828624E+01
  3677  -0.62102700E+01   0.51375489E-03  -0.72963367E-03   0.18890767E+01  -0.26828630E+01
  3678  -0.62102705E+01   0.51361522E-03  -0.72943546E-03   0.18890768E+01  -0.26828636E+01
  3679  -0.62102710E+01   0.51347563E-03  -0.72923736E-03   0.18890768E+01  -0.26828642E+01
  3680  -0.62102715E+01   0.51333611E-03  -0.72903937E-03   0.18890769E+01  -0.26828649E+01
  3681  -0.62102720E+01   0.51319667E-03  -0.72884148E-03   0.18890769E+01  -0.26828655E+01
  3682  -0.62102725E+01   0.51305731E-03  -0.72864370E-03   0.18890770E+01  -0.26828661E+01
  3683  -0.62102730E+01   0.51291802E-03  -0.72844603E-03   0.18890771E+01  -0.26828667E+01
  3684  -0.62102735E+01   0.51277881E-03  -0.72824846E-03   0.18890771E+01  -0.26828673E+01
  3685  -0.62102740E+01   0.51263967E-03  -0.72805101E-03   0.18890772E+01  -0.26828680E+01
  3686  -0.62102745E+01   0.51250060E-03  -0.72785365E-03   0.18890772E+01  -0.26828686E+01
  3687  -0.62102750E+01   0.51236162E-03  -0.72765641E-03   0.18890773E+01  -0.26828692E+01
  3688  -0.62102755E+01   0.51222270E-03  -0.72745927E-03   0.18890773E+01  -0.26828698E+01
  3689  -0.62102760E+01   0.51208387E-03  -0.72726224E-03   0.18890774E+01  -0.26828704E+01
  3690  -0.62102765E+01   0.51194511E-03  -0.72706532E-03   0.18890775E+01  -0.26828710E+01
  3691  -0.62102770E+01   0.51180642E-03  -0.72686850E-03   0.18890775E+01  -0.26828716E+01
  3692  -0.62102774E+01   0.51166781E-03  -0.72667179E-03   0.18890776E+01  -0.26828722E+01
  3693  -0.62102779E+01   0.51152927E-03  -0.72647519E-03   0.18890776E+01  -0.26828729E+01
  3694  -0.62102784E+01   0.51139081E-03  -0.72627869E-03   0.18890777E+01  -0.26828735E+01
  3695  -0.62102789E+01   0.51125242E-03  -0.72608230E-03   0.18890777E+01  -0.26828741E+01
  3696  -0.62102794E+01   0.51111411E-03  -0.72588601E-03   0.18890778E+01  -0.26828747E+01
  3697  -0.62102799E+01   0.51097587E-03  -0.72568983E-03   0.18890778E+01  -0.26828753E+01
  3698  -0.62102804E+01   0.51083771E-03  -0.72549376E-03   0.18890779E+01  -0.26828759E+01
  3699  -0.62102809E+01   0.51069963E-03  -0.72529779E-03   0.18890779E+01  -0.26828765E+01
  3700  -0.62102814E+01   0.51056161E-03  -0.72510193E-03   0.18890780E+01  -0.26828771E+01
  3701  -0.62102818E+01   0.51042367E-03  -0.72490618E-03   0.18890780E+01  -0.26828778E+01
  3702  -0.62102823E+01   0.51028581E-03  -0.72471053E-03   0.18890781E+01  -0.26828784E+01
  3703  -0.62102828E+01   0.51014802E-03  -0.72451498E-03   0.18890781E+01  -0.26828790E+01
  3704  -0.62102833E+01   0.51001031E-03  -0.72431954E-03   0.18890782E+01  -0.26828796E+01
  3705  -0.62102838E+01   0.50987266E-03  -0.72412421E-03   0.18890782E+01  -0.26828802E+01
  3706  -0.62102843E+01   0.50973510E-03  -0.72392898E-03   0.18890783E+01  -0.26828808E+01
  3707  -0.62102848E+01   0.50959761E-03  -0.72373386E-03   0.18890783E+01  -0.26828814E+01
  3708  -0.62102852E+01   0.50946019E-03  -0.72353884E-03   0.18890784E+01  -0.26828820E+01
  3709  -0.62102857E+01   0.50932284E-03  -0.72334393E-03   0.18890784E+01  -0.26828826E+01
  3710  -0.62102862E+01   0.50918557E-03  -0.72314912E-03   0.18890785E+01  -0.26828832E+01
  3711  -0.62102867E+01   0.50904838E-03  -0.72295442E-03   0.18890785E+01  -0.26828839E+01
  3712  -0.62102872E+01   0.50891125E-03  -0.72275982E-03   0.18890786E+01  -0.26828845E+01
  3713  -0.62102877E+01   0.50877421E-03  -0.72256532E-03   0.18890786E+01  -0.26828850E+01
  3714  -0.62102881E+01   0.50863723E-03  -0.72237093E-03   0.18890787E+01  -0.26828856E+01
  3715  -0.62102886E+01   0.50850033E-03  -0.72217665E-03   0.18890787E+01  -0.26828863E+01
  3716  -0.62102891E+01   0.50836350E-03  -0.72198247E-03   0.18890788E+01  -0.26828869E+01
  3717  -0.62102896E+01   0.50822675E-03  -0.72178839E-03   0.18890788E+01  -0.26828874E+01
  3718  -0.62102901E+01   0.50809007E-03  -0.72159442E-03   0.18890789E+01  -0.26828881E+01
  3719  -0.62102905E+01   0.50795346E-03  -0.72140056E-03   0.18890789E+01  -0.26828887E+01
  3720  -0.62102910E+01   0.50781693E-03  -0.72120679E-03   0.18890790E+01  -0.26828893E+01
  3721  -0.62102915E+01   0.50768047E-03  -0.72101313E-03   0.18890790E+01  -0.26828899E+01
  3722  -0.62102920E+01   0.50754408E-03  -0.72081958E-03   0.18890791E+01  -0.26828905E+01
  3723  -0.62102925E+01   0.50740777E-03  -0.72062613E-03   0.18890791E+01  -0.26828911E+01
  3724  -0.62102929E+01   0.50727153E-03  -0.72043278E-03   0.18890792E+01  -0.26828917E+01
  3725  -0.62102934E+01   0.50713536E-03  -0.72023954E-03   0.18890792E+01  -0.26828923E+01
  3726  -0.62102939E+01   0.50699926E-03  -0.72004640E-03   0.18890792E+01  -0.26828929E+01
  3727  -0.62102944E+01   0.50686324E-03  -0.71985336E-03   0.18890793E+01  -0.26828935E+01
  3728  -0.62102948E+01   0.50672729E-03  -0.71966043E-03   0.18890793E+01  -0.26828941E+01
  3729  -0.62102953E+01   0.50659142E-03  -0.71946760E-03   0.18890794E+01  -0.26828947E+01
  3730  -0.62102958E+01   0.50645562E-03  -0.71927487E-03   0.18890795E+01  -0.26828953E+01
  3731  -0.62102963E+01   0.50631989E-03  -0.71908225E-03   0.18890795E+01  -0.26828959E+01
  3732  -0.62102967E+01   0.50618423E-03  -0.71888973E-03   0.18890795E+01  -0.26828965E+01
  3733  -0.62102972E+01   0.50604864E-03  -0.71869731E-03   0.18890796E+01  -0.26828971E+01
  3734  -0.62102977E+01   0.50591313E-03  -0.71850500E-03   0.18890796E+01  -0.26828977E+01
  3735  -0.62102982E+01   0.50577769E-03  -0.71831278E-03   0.18890797E+01  -0.26828982E+01
  3736  -0.62102986E+01   0.50564233E-03  -0.71812068E-03   0.18890797E+01  -0.26828989E+01
  3737  -0.62102991E+01   0.50550703E-03  -0.71792867E-03   0.18890798E+01  -0.26828994E+01
  3738  -0.62102996E+01   0.50537181E-03  -0.71773677E-03   0.18890798E+01  -0.26829000E+01
  3739  -0.62103001E+01   0.50523666E-03  -0.71754497E-03   0.18890799E+01  -0.26829006E+01
  3740  -0.62103005E+01   0.50510158E-03  -0.71735327E-03   0.18890799E+01  -0.26829012E+01
  3741  -0.62103010E+01   0.50496658E-03  -0.71716167E-03   0.18890800E+01  -0.26829018E+01
  3742  -0.62103015E+01   0.50483164E-03  -0.71697018E-03   0.18890800E+01  -0.26829024E+01
  3743  -0.62103019E+01   0.50469678E-03  -0.71677879E-03   0.18890800E+01  -0.26829030E+01
  3744  -0.62103024E+01   0.50456199E-03  -0.71658750E-03   0.18890801E+01  -0.26829036E+01
  3745  -0.62103029E+01   0.50442728E-03  -0.71639631E-03   0.18890802E+01  -0.26829042E+01
  3746  -0.62103033E+01   0.50429263E-03  -0.71620523E-03   0.18890802E+01  -0.26829048E+01
  3747  -0.62103038E+01   0.50415806E-03  -0.71601424E-03   0.18890803E+01  -0.26829054E+01
  3748  -0.62103043E+01   0.50402355E-03  -0.71582336E-03   0.18890803E+01  -0.26829060E+01
  3749  -0.62103048E+01   0.50388912E-03  -0.71563258E-03   0.18890803E+01  -0.26829065E+01
  3750  -0.62103052E+01   0.50375477E-03  -0.71544191E-03   0.18890804E+01  -0.26829072E+01
  3751  -0.62103057E+01   0.50362048E-03  -0.71525133E-03   0.18890804E+01  -0.26829077E+01
  3752  -0.62103062E+01   0.50348626E-03  -0.71506085E-03   0.18890804E+01  -0.26829083E+01
  3753  -0.62103066E+01   0.50335212E-03  -0.71487048E-03   0.18890805E+01  -0.26829089E+01
  3754  -0.62103071E+01   0.50321805E-03  -0.71468021E-03   0.18890806E+01  -0.26829095E+01
  3755  -0.62103076E+01   0.50308405E-03  -0.71449004E-03   0.18890806E+01  -0.26829101E+01
  3756  -0.62103080E+01   0.50295012E-03  -0.71429997E-03   0.18890807E+01  -0.26829107E+01
  3757  -0.62103085E+01   0.50281626E-03  -0.71411000E-03   0.18890807E+01  -0.26829113E+01
  3758  -0.62103090E+01   0.50268247E-03  -0.71392013E-03   0.18890807E+01  -0.26829118E+01
  3759  -0.62103094E+01   0.50254876E-03  -0.71373036E-03   0.18890808E+01  -0.26829124E+01
  3760  -0.62103099E+01   0.50241511E-03  -0.71354070E-03   0.18890808E+01  -0.26829130E+01
  3761  -0.62103103E+01   0.50228154E-03  -0.71335113E-03   0.18890809E+01  -0.26829136E+01
  3762  -0.62103108E+01   0.50214803E-03  -0.71316167E-03   0.18890809E+01  -0.26829142E+01
  3763  -0.62103113E+01   0.50201460E-03  -0.71297230E-03   0.18890809E+01  -0.26829148E+01
  3764  -0.62103117E+01   0.50188124E-03  -0.71278304E-03   0.18890810E+01  -0.26829154E+01
  3765  -0.62103122E+01   0.50174795E-03  -0.71259388E-03   0.18890810E+01  -0.26829160E+01
  3766  -0.62103127E+01   0.50161473E-03  -0.71240482E-03   0.18890811E+01  -0.26829166E+01
  3767  -0.62103131E+01   0.50148158E-03  -0.71221585E-03   0.18890811E+01  -0.26829171E+01
  3768  -0.62103136E+01   0.50134850E-03  -0.71202699E-03   0.18890811E+01  -0.26829177E+01
  3769  -0.62103140E+01   0.50121550E-03  -0.71183823E-03   0.18890812E+01  -0.26829183E+01
  3770  -0.62103145E+01   0.50108256E-03  -0.71164957E-03   0.18890813E+01  -0.26829189E+01
  3771  -0.62103150E+01   0.50094969E-03  -0.71146101E-03   0.18890813E+01  -0.26829195E+01
  3772  -0.62103154E+01   0.50081690E-03  -0.71127254E-03   0.18890813E+01  -0.26829200E+01
  3773  -0.62103159E+01   0.50068417E-03  -0.71108418E-03   0.18890814E+01  -0.26829206E+01
  3774  -0.62103164E+01   0.50055151E-03  -0.71089592E-03   0.18890814E+01  -0.26829212E+01
  3775  -0.62103168E+01   0.50041893E-03  -0.71070776E-03   0.18890815E+01  -0.26829218E+01
  3776  -0.62103173E+01   0.50028641E-03  -0.71051969E-03   0.18890815E+01  -0.26829223E+01
  3777  -0.62103177E+01   0.50015397E-03  -0.71033173E-03   0.18890815E+01  -0.26829229E+01
  3778  -0.62103182E+01   0.50002159E-03  -0.71014386E-03   0.18890816E+01  -0.26829235E+01
  3779  -0.62103186E+01   0.49988929E-03  -0.70995610E-03   0.18890816E+01  -0.26829241E+01
  3780  -0.62103191E+01   0.49975705E-03  -0.70976843E-03   0.18890816E+01  -0.26829247E+01
  3781  -0.62103196E+01   0.49962489E-03  -0.70958087E-03   0.18890817E+01  -0.26829253E+01
  3782  -0.62103200E+01   0.49949279E-03  -0.70939340E-03   0.18890817E+01  -0.26829258E+01
  3783  -0.62103205E+01   0.49936077E-03  -0.70920603E-03   0.18890818E+01  -0.26829264E+01
  3784  -0.62103209E+01   0.49922881E-03  -0.70901876E-03   0.18890818E+01  -0.26829270E+01
  3785  -0.62103214E+01   0.49909693E-03  -0.70883159E-03   0.18890819E+01  -0.26829276E+01
  3786  -0.62103218E+01   0.49896511E-03  -0.70864452E-03   0.18890819E+01  -0.26829282E+01
  3787  -0.62103223E+01   0.49883336E-03  -0.70845754E-03   0.18890819E+01  -0.26829287E+01
  3788  -0.62103228E+01   0.49870169E-03  -0.70827067E-03   0.18890820E+01  -0.26829293E+01
  3789  -0.62103232E+01   0.49857008E-03  -0.70808389E-03   0.18890820E+01  -0.26829299E+01
  3790  -0.62103237E+01   0.49843854E-03  -0.70789722E-03   0.18890821E+01  -0.26829305E+01
  3791  -0.62103241E+01   0.49830707E-03  -0.70771064E-03   0.18890821E+01  -0.26829310E+01
  3792  -0.62103246E+01   0.49817567E-03  -0.70752416E-03   0.18890821E+01  -0.26829316E+01
  3793  -0.62103250E+01   0.49804434E-03  -0.70733777E-03   0.18890822E+01  -0.26829322E+01
  3794  -0.62103255E+01   0.49791308E-03  -0.70715149E-03   0.18890822E+01  -0.26829328E+01
  3795  -0.62103259E+01   0.49778189E-03  -0.70696530E-03   0.18890823E+01  -0.26829333E+01
  3796  -0.62103264E+01   0.49765077E-03  -0.70677921E-03   0.18890823E+01  -0.26829339E+01
  3797  -0.62103268E+01   0.49751971E-03  -0.70659322E-03   0.18890823E+01  -0.26829345E+01
  3798  -0.62103273E+01   0.49738873E-03  -0.70640733E-03   0.18890824E+01  -0.26829350E+01
  3799  -0.62103277E+01   0.49725781E-03  -0.70622153E-03   0.18890824E+01  -0.26829356E+01
  3800  -0.62103282E+01   0.49712697E-03  -0.70603584E-03   0.18890825E+01  -0.26829362E+01
  3801  -0.62103286E+01   0.49699619E-03  -0.70585024E-03   0.18890825E+01  -0.26829368E+01
  3802  -0.62103291E+01   0.49686548E-03  -0.70566474E-03   0.18890826E+01  -0.26829373E+01
  3803  -0.62103295E+01   0.49673484E-03  -0.70547933E-03   0.18890826E+01  -0.26829379E+01
  3804  -0.62103300E+01   0.49660427E-03  -0.70529402E-03   0.18890826E+01  -0.26829385E+01
  3805  -0.62103304E+01   0.49647376E-03  -0.70510881E-03   0.18890827E+01  -0.26829390E+01
  3806  -0.62103309E+01   0.49634333E-03  -0.70492370E-03   0.18890827E+01  -0.26829396E+01
  3807  -0.62103313E+01   0.49621296E-03  -0.70473869E-03   0.18890827E+01  -0.26829402E+01
  3808  -0.62103318E+01   0.49608266E-03  -0.70455377E-03   0.18890828E+01  -0.26829408E+01
  3809  -0.62103322E+01   0.49595243E-03  -0.70436895E-03   0.18890828E+01  -0.26829413E+01
  3810  -0.62103327E+01   0.49582227E-03  -0.70418422E-03   0.18890828E+01  -0.26829419E+01
  3811  -0.62103331E+01   0.49569218E-03  -0.70399959E-03   0.18890829E+01  -0.26829424E+01
  3812  -0.62103336E+01   0.49556216E-03  -0.70381506E-03   0.18890830E+01  -0.26829430E+01
  3813  -0.62103340E+01   0.49543220E-03  -0.70363063E-03   0.18890830E+01  -0.26829436E+01
  3814  -0.62103345E+01   0.49530231E-03  -0.70344629E-03   0.18890830E+01  -0.26829442E+01
  3815  -0.62103349E+01   0.49517249E-03  -0.70326205E-03   0.18890830E+01  -0.26829447E+01
  3816  -0.62103354E+01   0.49504274E-03  -0.70307790E-03   0.18890831E+01  -0.26829453E+01
  3817  -0.62103358E+01   0.49491305E-03  -0.70289386E-03   0.18890831E+01  -0.26829459E+01
  3818  -0.62103362E+01   0.49478344E-03  -0.70270990E-03   0.18890832E+01  -0.26829464E+01
  3819  -0.62103367E+01   0.49465389E-03  -0.70252605E-03   0.18890832E+01  -0.26829470E+01
  3820  -0.62103371E+01   0.49452441E-03  -0.70234229E-03   0.18890832E+01  -0.26829475E+01
  3821  -0.62103376E+01   0.49439500E-03  -0.70215863E-03   0.18890833E+01  -0.26829481E+01
  3822  -0.62103380E+01   0.49426565E-03  -0.70197506E-03   0.18890833E+01  -0.26829487E+01
  3823  -0.62103385E+01   0.49413637E-03  -0.70179159E-03   0.18890833E+01  -0.26829492E+01
  3824  -0.62103389E+01   0.49400716E-03  -0.70160821E-03   0.18890834E+01  -0.26829498E+01
  3825  -0.62103394E+01   0.49387802E-03  -0.70142493E-03   0.18890834E+01  -0.26829504E+01
  3826  -0.62103398E+01   0.49374894E-03  -0.70124175E-03   0.18890834E+01  -0.26829509E+01
  3827  -0.62103402E+01   0.49361994E-03  -0.70105866E-03   0.18890835E+01  -0.26829515E+01
  3828  -0.62103407E+01   0.49349100E-03  -0.70087567E-03   0.18890835E+01  -0.26829521E+01
  3829  -0.62103411E+01   0.49336212E-03  -0.70069277E-03   0.18890836E+01  -0.26829526E+01
  3830  -0.62103416E+01   0.49323332E-03  -0.70050997E-03   0.18890836E+01  -0.26829532E+01
  3831  -0.62103420E+01   0.49310458E-03  -0.70032726E-03   0.18890836E+01  -0.26829537E+01
  3832  -0.62103424E+01   0.49297591E-03  -0.70014465E-03   0.18890837E+01  -0.26829543E+01
  3833  -0.62103429E+01   0.49284730E-03  -0.69996213E-03   0.18890837E+01  -0.26829548E+01
  3834  -0.62103433E+01   0.49271877E-03  -0.69977971E-03   0.18890838E+01  -0.26829554E+01
  3835  -0.62103438E+01   0.49259030E-03  -0.69959739E-03   0.18890838E+01  -0.26829560E+01
  3836  -0.62103442E+01   0.49246189E-03  -0.69941516E-03   0.18890838E+01  -0.26829566E+01
  3837  -0.62103446E+01   0.49233356E-03  -0.69923302E-03   0.18890839E+01  -0.26829571E+01
  3838  -0.62103451E+01   0.49220529E-03  -0.69905098E-03   0.18890839E+01  -0.26829577E+01
  3839  -0.62103455E+01   0.49207709E-03  -0.69886903E-03   0.18890839E+01  -0.26829582E+01
  3840  -0.62103460E+01   0.49194895E-03  -0.69868718E-03   0.18890840E+01  -0.26829588E+01
  3841  -0.62103464E+01   0.49182088E-03  -0.69850542E-03   0.18890840E+01  -0.26829593E+01
  3842  -0.62103468E+01   0.49169288E-03  -0.69832376E-03   0.18890840E+01  -0.26829599E+01
  3843  -0.62103473E+01   0.49156494E-03  -0.69814219E-03   0.18890841E+01  -0.26829604E+01
  3844  -0.62103477E+01   0.49143707E-03  -0.69796072E-03   0.18890841E+01  -0.26829610E+01
  3845  -0.62103481E+01   0.49130927E-03  -0.69777934E-03   0.18890841E+01  -0.26829616E+01
  3846  -0.62103486E+01   0.49118153E-03  -0.69759805E-03   0.18890842E+01  -0.26829621E+01
  3847  -0.62103490E+01   0.49105386E-03  -0.69741686E-03   0.18890842E+01  -0.26829627E+01
  3848  -0.62103495E+01   0.49092626E-03  -0.69723576E-03   0.18890842E+01  -0.26829632E+01
  3849  -0.62103499E+01   0.49079872E-03  -0.69705476E-03   0.18890843E+01  -0.26829638E+01
  3850  -0.62103503E+01   0.49067125E-03  -0.69687385E-03   0.18890843E+01  -0.26829643E+01
