     n         h                l                k               nl               nk
   603  -0.42450305E+01   0.18845172E-02  -0.31996069E-02   0.11363639E+01  -0.19293630E+01
   604  -0.42473828E+01   0.18827090E-02  -0.31960974E-02   0.11371562E+01  -0.19304428E+01
   605  -0.42497321E+01   0.18809068E-02  -0.31925978E-02   0.11379486E+01  -0.19315217E+01
   606  -0.42520785E+01   0.18791104E-02  -0.31891082E-02   0.11387409E+01  -0.19325996E+01
   607  -0.42544218E+01   0.18773199E-02  -0.31856283E-02   0.11395332E+01  -0.19336764E+01
   608  -0.42567622E+01   0.18755352E-02  -0.31821581E-02   0.11403254E+01  -0.19347521E+01
   609  -0.42590996E+01   0.18737562E-02  -0.31786977E-02   0.11411175E+01  -0.19358269E+01
   610  -0.42614340E+01   0.18719830E-02  -0.31752469E-02   0.11419096E+01  -0.19369006E+01
   611  -0.42637654E+01   0.18702155E-02  -0.31718058E-02   0.11427017E+01  -0.19379733E+01
   612  -0.42660938E+01   0.18684536E-02  -0.31683741E-02   0.11434936E+01  -0.19390449E+01
   613  -0.42684192E+01   0.18666973E-02  -0.31649520E-02   0.11442854E+01  -0.19401156E+01
   614  -0.42707416E+01   0.18649466E-02  -0.31615393E-02   0.11450772E+01  -0.19411851E+01
   615  -0.42730611E+01   0.18632014E-02  -0.31581359E-02   0.11458689E+01  -0.19422536E+01
   616  -0.42753775E+01   0.18614618E-02  -0.31547420E-02   0.11466605E+01  -0.19433211E+01
   617  -0.42776910E+01   0.18597276E-02  -0.31513573E-02   0.11474519E+01  -0.19443875E+01
   618  -0.42800015E+01   0.18579988E-02  -0.31479818E-02   0.11482433E+01  -0.19454528E+01
   619  -0.42823090E+01   0.18562755E-02  -0.31446155E-02   0.11490345E+01  -0.19465170E+01
   620  -0.42846135E+01   0.18545575E-02  -0.31412584E-02   0.11498256E+01  -0.19475802E+01
   621  -0.42869150E+01   0.18528448E-02  -0.31379104E-02   0.11506166E+01  -0.19486424E+01
   622  -0.42892136E+01   0.18511374E-02  -0.31345714E-02   0.11514075E+01  -0.19497034E+01
   623  -0.42915092E+01   0.18494352E-02  -0.31312414E-02   0.11521981E+01  -0.19507634E+01
   624  -0.42938018E+01   0.18477383E-02  -0.31279203E-02   0.11529887E+01  -0.19518223E+01
   625  -0.42960914E+01   0.18460466E-02  -0.31246081E-02   0.11537791E+01  -0.19528801E+01
   626  -0.42983780E+01   0.18443600E-02  -0.31213048E-02   0.11545694E+01  -0.19539368E+01
   627  -0.43006617E+01   0.18426785E-02  -0.31180103E-02   0.11553594E+01  -0.19549925E+01
   628  -0.43029424E+01   0.18410021E-02  -0.31147245E-02   0.11561493E+01  -0.19560470E+01
   629  -0.43052201E+01   0.18393308E-02  -0.31114475E-02   0.11569391E+01  -0.19571005E+01
   630  -0.43074948E+01   0.18376644E-02  -0.31081791E-02   0.11577286E+01  -0.19581528E+01
   631  -0.43097666E+01   0.18360031E-02  -0.31049193E-02   0.11585180E+01  -0.19592041E+01
   632  -0.43120354E+01   0.18343467E-02  -0.31016681E-02   0.11593071E+01  -0.19602542E+01
   633  -0.43143012E+01   0.18326953E-02  -0.30984254E-02   0.11600961E+01  -0.19613033E+01
   634  -0.43165640E+01   0.18310487E-02  -0.30951912E-02   0.11608849E+01  -0.19623512E+01
   635  -0.43188239E+01   0.18294070E-02  -0.30919655E-02   0.11616734E+01  -0.19633981E+01
   636  -0.43210808E+01   0.18277701E-02  -0.30887481E-02   0.11624618E+01  -0.19644438E+01
   637  -0.43233347E+01   0.18261380E-02  -0.30855391E-02   0.11632499E+01  -0.19654884E+01
   638  -0.43255857E+01   0.18245107E-02  -0.30823384E-02   0.11640378E+01  -0.19665319E+01
   639  -0.43278337E+01   0.18228881E-02  -0.30791460E-02   0.11648255E+01  -0.19675743E+01
   640  -0.43300788E+01   0.18212702E-02  -0.30759618E-02   0.11656129E+01  -0.19686156E+01
   641  -0.43323209E+01   0.18196570E-02  -0.30727858E-02   0.11664001E+01  -0.19696557E+01
   642  -0.43345600E+01   0.18180484E-02  -0.30696179E-02   0.11671871E+01  -0.19706947E+01
   643  -0.43367962E+01   0.18164445E-02  -0.30664581E-02   0.11679738E+01  -0.19717326E+01
   644  -0.43390294E+01   0.18148451E-02  -0.30633064E-02   0.11687602E+01  -0.19727693E+01
   645  -0.43412596E+01   0.18132503E-02  -0.30601626E-02   0.11695464E+01  -0.19738049E+01
   646  -0.43434869E+01   0.18116600E-02  -0.30570269E-02   0.11703324E+01  -0.19748394E+01
   647  -0.43457113E+01   0.18100742E-02  -0.30538991E-02   0.11711180E+01  -0.19758727E+01
   648  -0.43479327E+01   0.18084929E-02  -0.30507792E-02   0.11719034E+01  -0.19769049E+01
   649  -0.43501511E+01   0.18069161E-02  -0.30476671E-02   0.11726885E+01  -0.19779359E+01
   650  -0.43523666E+01   0.18053436E-02  -0.30445629E-02   0.11734733E+01  -0.19789659E+01
   651  -0.43545792E+01   0.18037755E-02  -0.30414665E-02   0.11742579E+01  -0.19799947E+01
   652  -0.43567888E+01   0.18022118E-02  -0.30383777E-02   0.11750421E+01  -0.19810223E+01
   653  -0.43589954E+01   0.18006524E-02  -0.30352967E-02   0.11758260E+01  -0.19820487E+01
   654  -0.43611992E+01   0.17990974E-02  -0.30322233E-02   0.11766097E+01  -0.19830740E+01
   655  -0.43633999E+01   0.17975466E-02  -0.30291576E-02   0.11773930E+01  -0.19840982E+01
   656  -0.43655978E+01   0.17960000E-02  -0.30260995E-02   0.11781760E+01  -0.19851213E+01
   657  -0.43677927E+01   0.17944577E-02  -0.30230489E-02   0.11789587E+01  -0.19861431E+01
   658  -0.43699846E+01   0.17929196E-02  -0.30200058E-02   0.11797411E+01  -0.19871638E+01
   659  -0.43721737E+01   0.17913857E-02  -0.30169701E-02   0.11805232E+01  -0.19881833E+01
   660  -0.43743597E+01   0.17898559E-02  -0.30139419E-02   0.11813049E+01  -0.19892017E+01
   661  -0.43765429E+01   0.17883302E-02  -0.30109212E-02   0.11820863E+01  -0.19902189E+01
   662  -0.43787231E+01   0.17868086E-02  -0.30079077E-02   0.11828673E+01  -0.19912349E+01
   663  -0.43809005E+01   0.17852911E-02  -0.30049016E-02   0.11836480E+01  -0.19922498E+01
   664  -0.43830748E+01   0.17837776E-02  -0.30019028E-02   0.11844283E+01  -0.19932635E+01
   665  -0.43852463E+01   0.17822682E-02  -0.29989113E-02   0.11852084E+01  -0.19942760E+01
   666  -0.43874148E+01   0.17807628E-02  -0.29959270E-02   0.11859880E+01  -0.19952874E+01
   667  -0.43895805E+01   0.17792613E-02  -0.29929498E-02   0.11867673E+01  -0.19962975E+01
   668  -0.43917432E+01   0.17777638E-02  -0.29899799E-02   0.11875462E+01  -0.19973066E+01
   669  -0.43939029E+01   0.17762702E-02  -0.29870170E-02   0.11883248E+01  -0.19983144E+01
   670  -0.43960598E+01   0.17747805E-02  -0.29840612E-02   0.11891029E+01  -0.19993210E+01
   671  -0.43982138E+01   0.17732946E-02  -0.29811125E-02   0.11898807E+01  -0.20003265E+01
   672  -0.44003648E+01   0.17718127E-02  -0.29781708E-02   0.11906581E+01  -0.20013308E+01
   673  -0.44025130E+01   0.17703345E-02  -0.29752361E-02   0.11914351E+01  -0.20023339E+01
   674  -0.44046582E+01   0.17688602E-02  -0.29723083E-02   0.11922118E+01  -0.20033358E+01
   675  -0.44068005E+01   0.17673896E-02  -0.29693874E-02   0.11929880E+01  -0.20043365E+01
   676  -0.44089400E+01   0.17659229E-02  -0.29664734E-02   0.11937639E+01  -0.20053360E+01
   677  -0.44110765E+01   0.17644598E-02  -0.29635663E-02   0.11945393E+01  -0.20063344E+01
   678  -0.44132101E+01   0.17630005E-02  -0.29606660E-02   0.11953143E+01  -0.20073315E+01
   679  -0.44153409E+01   0.17615448E-02  -0.29577725E-02   0.11960889E+01  -0.20083275E+01
   680  -0.44174687E+01   0.17600929E-02  -0.29548857E-02   0.11968632E+01  -0.20093223E+01
   681  -0.44195936E+01   0.17586446E-02  -0.29520057E-02   0.11976370E+01  -0.20103159E+01
   682  -0.44217157E+01   0.17571999E-02  -0.29491323E-02   0.11984103E+01  -0.20113082E+01
   683  -0.44238349E+01   0.17557588E-02  -0.29462657E-02   0.11991833E+01  -0.20122995E+01
   684  -0.44259512E+01   0.17543213E-02  -0.29434056E-02   0.11999558E+01  -0.20132894E+01
   685  -0.44280646E+01   0.17528874E-02  -0.29405522E-02   0.12007279E+01  -0.20142783E+01
   686  -0.44301751E+01   0.17514570E-02  -0.29377053E-02   0.12014995E+01  -0.20152658E+01
   687  -0.44322828E+01   0.17500301E-02  -0.29348649E-02   0.12022707E+01  -0.20162522E+01
   688  -0.44343876E+01   0.17486068E-02  -0.29320311E-02   0.12030415E+01  -0.20172374E+01
   689  -0.44364895E+01   0.17471869E-02  -0.29292038E-02   0.12038118E+01  -0.20182214E+01
   690  -0.44385885E+01   0.17457705E-02  -0.29263829E-02   0.12045816E+01  -0.20192042E+01
   691  -0.44406847E+01   0.17443575E-02  -0.29235684E-02   0.12053510E+01  -0.20201858E+01
   692  -0.44427780E+01   0.17429480E-02  -0.29207603E-02   0.12061200E+01  -0.20211661E+01
   693  -0.44448684E+01   0.17415418E-02  -0.29179586E-02   0.12068885E+01  -0.20221453E+01
   694  -0.44469560E+01   0.17401390E-02  -0.29151632E-02   0.12076565E+01  -0.20231233E+01
   695  -0.44490407E+01   0.17387396E-02  -0.29123741E-02   0.12084240E+01  -0.20241000E+01
   696  -0.44511225E+01   0.17373436E-02  -0.29095913E-02   0.12091911E+01  -0.20250755E+01
   697  -0.44532015E+01   0.17359508E-02  -0.29068147E-02   0.12099577E+01  -0.20260498E+01
   698  -0.44552777E+01   0.17345614E-02  -0.29040444E-02   0.12107239E+01  -0.20270230E+01
   699  -0.44573510E+01   0.17331753E-02  -0.29012802E-02   0.12114895E+01  -0.20279949E+01
   700  -0.44594215E+01   0.17317924E-02  -0.28985222E-02   0.12122547E+01  -0.20289655E+01
   701  -0.44614891E+01   0.17304128E-02  -0.28957704E-02   0.12130194E+01  -0.20299351E+01
   702  -0.44635539E+01   0.17290364E-02  -0.28930246E-02   0.12137836E+01  -0.20309033E+01
   703  -0.44656158E+01   0.17276632E-02  -0.28902850E-02   0.12145472E+01  -0.20318704E+01
   704  -0.44676749E+01   0.17262932E-02  -0.28875514E-02   0.12153104E+01  -0.20328362E+01
   705  -0.44697312E+01   0.17249263E-02  -0.28848238E-02   0.12160730E+01  -0.20338008E+01
   706  -0.44717846E+01   0.17235627E-02  -0.28821023E-02   0.12168353E+01  -0.20347642E+01
   707  -0.44738352E+01   0.17222022E-02  -0.28793867E-02   0.12175970E+01  -0.20357264E+01
   708  -0.44758830E+01   0.17208448E-02  -0.28766770E-02   0.12183581E+01  -0.20366873E+01
   709  -0.44779280E+01   0.17194905E-02  -0.28739733E-02   0.12191188E+01  -0.20376471E+01
   710  -0.44799701E+01   0.17181392E-02  -0.28712755E-02   0.12198788E+01  -0.20386056E+01
   711  -0.44820094E+01   0.17167911E-02  -0.28685836E-02   0.12206385E+01  -0.20395629E+01
   712  -0.44840459E+01   0.17154460E-02  -0.28658975E-02   0.12213976E+01  -0.20405190E+01
   713  -0.44860796E+01   0.17141040E-02  -0.28632172E-02   0.12221562E+01  -0.20414739E+01
   714  -0.44881105E+01   0.17127649E-02  -0.28605427E-02   0.12229141E+01  -0.20424275E+01
   715  -0.44901386E+01   0.17114289E-02  -0.28578740E-02   0.12236717E+01  -0.20433799E+01
   716  -0.44921639E+01   0.17100959E-02  -0.28552111E-02   0.12244287E+01  -0.20443311E+01
   717  -0.44941863E+01   0.17087658E-02  -0.28525538E-02   0.12251851E+01  -0.20452811E+01
   718  -0.44962060E+01   0.17074387E-02  -0.28499023E-02   0.12259410E+01  -0.20462299E+01
   719  -0.44982229E+01   0.17061145E-02  -0.28472564E-02   0.12266963E+01  -0.20471774E+01
   720  -0.45002370E+01   0.17047932E-02  -0.28446162E-02   0.12274511E+01  -0.20481237E+01
   721  -0.45022483E+01   0.17034749E-02  -0.28419816E-02   0.12282054E+01  -0.20490687E+01
   722  -0.45042568E+01   0.17021594E-02  -0.28393527E-02   0.12289591E+01  -0.20500126E+01
   723  -0.45062625E+01   0.17008468E-02  -0.28367293E-02   0.12297122E+01  -0.20509553E+01
   724  -0.45082655E+01   0.16995371E-02  -0.28341114E-02   0.12304649E+01  -0.20518967E+01
   725  -0.45102656E+01   0.16982302E-02  -0.28314991E-02   0.12312169E+01  -0.20528368E+01
   726  -0.45122630E+01   0.16969261E-02  -0.28288923E-02   0.12319683E+01  -0.20537758E+01
   727  -0.45142576E+01   0.16956248E-02  -0.28262910E-02   0.12327192E+01  -0.20547136E+01
   728  -0.45162495E+01   0.16943264E-02  -0.28236951E-02   0.12334696E+01  -0.20556500E+01
   729  -0.45182386E+01   0.16930307E-02  -0.28211047E-02   0.12342194E+01  -0.20565853E+01
   730  -0.45202249E+01   0.16917378E-02  -0.28185197E-02   0.12349686E+01  -0.20575194E+01
   731  -0.45222084E+01   0.16904476E-02  -0.28159401E-02   0.12357172E+01  -0.20584522E+01
   732  -0.45241892E+01   0.16891602E-02  -0.28133659E-02   0.12364653E+01  -0.20593838E+01
   733  -0.45261673E+01   0.16878755E-02  -0.28107970E-02   0.12372127E+01  -0.20603142E+01
   734  -0.45281426E+01   0.16865935E-02  -0.28082334E-02   0.12379596E+01  -0.20612433E+01
   735  -0.45301151E+01   0.16853142E-02  -0.28056752E-02   0.12387059E+01  -0.20621713E+01
   736  -0.45320849E+01   0.16840376E-02  -0.28031222E-02   0.12394517E+01  -0.20630979E+01
   737  -0.45340520E+01   0.16827637E-02  -0.28005745E-02   0.12401968E+01  -0.20640234E+01
   738  -0.45360163E+01   0.16814924E-02  -0.27980320E-02   0.12409414E+01  -0.20649476E+01
   739  -0.45379779E+01   0.16802237E-02  -0.27954948E-02   0.12416853E+01  -0.20658707E+01
   740  -0.45399367E+01   0.16789577E-02  -0.27929628E-02   0.12424287E+01  -0.20667925E+01
   741  -0.45418928E+01   0.16776943E-02  -0.27904359E-02   0.12431715E+01  -0.20677130E+01
   742  -0.45438462E+01   0.16764335E-02  -0.27879142E-02   0.12439137E+01  -0.20686323E+01
   743  -0.45457969E+01   0.16751752E-02  -0.27853976E-02   0.12446552E+01  -0.20695504E+01
   744  -0.45477448E+01   0.16739195E-02  -0.27828862E-02   0.12453961E+01  -0.20704673E+01
   745  -0.45496901E+01   0.16726664E-02  -0.27803798E-02   0.12461365E+01  -0.20713830E+01
   746  -0.45516326E+01   0.16714159E-02  -0.27778785E-02   0.12468763E+01  -0.20722974E+01
   747  -0.45535724E+01   0.16701678E-02  -0.27753823E-02   0.12476153E+01  -0.20732106E+01
   748  -0.45555095E+01   0.16689223E-02  -0.27728911E-02   0.12483539E+01  -0.20741225E+01
   749  -0.45574439E+01   0.16676793E-02  -0.27704050E-02   0.12490918E+01  -0.20750333E+01
   750  -0.45593755E+01   0.16664388E-02  -0.27679238E-02   0.12498291E+01  -0.20759429E+01
   751  -0.45613045E+01   0.16652008E-02  -0.27654476E-02   0.12505658E+01  -0.20768511E+01
   752  -0.45632308E+01   0.16639652E-02  -0.27629763E-02   0.12513018E+01  -0.20777582E+01
   753  -0.45651544E+01   0.16627321E-02  -0.27605100E-02   0.12520373E+01  -0.20786640E+01
   754  -0.45670753E+01   0.16615014E-02  -0.27580486E-02   0.12527721E+01  -0.20795686E+01
   755  -0.45689935E+01   0.16602732E-02  -0.27555921E-02   0.12535063E+01  -0.20804720E+01
   756  -0.45709091E+01   0.16590474E-02  -0.27531405E-02   0.12542398E+01  -0.20813742E+01
   757  -0.45728219E+01   0.16578239E-02  -0.27506938E-02   0.12549727E+01  -0.20822752E+01
   758  -0.45747321E+01   0.16566029E-02  -0.27482518E-02   0.12557050E+01  -0.20831749E+01
   759  -0.45766396E+01   0.16553843E-02  -0.27458147E-02   0.12564367E+01  -0.20840734E+01
   760  -0.45785445E+01   0.16541680E-02  -0.27433825E-02   0.12571677E+01  -0.20849707E+01
   761  -0.45804466E+01   0.16529541E-02  -0.27409550E-02   0.12578981E+01  -0.20858668E+01
   762  -0.45823462E+01   0.16517426E-02  -0.27385322E-02   0.12586279E+01  -0.20867615E+01
   763  -0.45842430E+01   0.16505333E-02  -0.27361142E-02   0.12593569E+01  -0.20876551E+01
   764  -0.45861372E+01   0.16493265E-02  -0.27337010E-02   0.12600854E+01  -0.20885476E+01
   765  -0.45880287E+01   0.16481219E-02  -0.27312924E-02   0.12608133E+01  -0.20894387E+01
   766  -0.45899176E+01   0.16469196E-02  -0.27288886E-02   0.12615404E+01  -0.20903287E+01
   767  -0.45918039E+01   0.16457196E-02  -0.27264894E-02   0.12622669E+01  -0.20912174E+01
   768  -0.45936875E+01   0.16445219E-02  -0.27240949E-02   0.12629928E+01  -0.20921049E+01
   769  -0.45955684E+01   0.16433265E-02  -0.27217050E-02   0.12637181E+01  -0.20929911E+01
   770  -0.45974468E+01   0.16421333E-02  -0.27193198E-02   0.12644426E+01  -0.20938762E+01
   771  -0.45993224E+01   0.16409424E-02  -0.27169391E-02   0.12651666E+01  -0.20947600E+01
   772  -0.46011955E+01   0.16397537E-02  -0.27145630E-02   0.12658899E+01  -0.20956426E+01
   773  -0.46030659E+01   0.16385672E-02  -0.27121916E-02   0.12666124E+01  -0.20965241E+01
   774  -0.46049338E+01   0.16373829E-02  -0.27098246E-02   0.12673344E+01  -0.20974042E+01
   775  -0.46067990E+01   0.16362009E-02  -0.27074622E-02   0.12680557E+01  -0.20982832E+01
   776  -0.46086615E+01   0.16350210E-02  -0.27051044E-02   0.12687763E+01  -0.20991610E+01
   777  -0.46105215E+01   0.16338434E-02  -0.27027510E-02   0.12694963E+01  -0.21000375E+01
   778  -0.46123788E+01   0.16326679E-02  -0.27004021E-02   0.12702156E+01  -0.21009128E+01
   779  -0.46142336E+01   0.16314945E-02  -0.26980577E-02   0.12709342E+01  -0.21017869E+01
   780  -0.46160857E+01   0.16303234E-02  -0.26957178E-02   0.12716523E+01  -0.21026599E+01
   781  -0.46179353E+01   0.16291543E-02  -0.26933823E-02   0.12723695E+01  -0.21035316E+01
   782  -0.46197822E+01   0.16279874E-02  -0.26910512E-02   0.12730861E+01  -0.21044020E+01
   783  -0.46216266E+01   0.16268226E-02  -0.26887245E-02   0.12738021E+01  -0.21052713E+01
   784  -0.46234684E+01   0.16256600E-02  -0.26864022E-02   0.12745174E+01  -0.21061393E+01
   785  -0.46253076E+01   0.16244994E-02  -0.26840843E-02   0.12752320E+01  -0.21070062E+01
   786  -0.46271442E+01   0.16233410E-02  -0.26817707E-02   0.12759460E+01  -0.21078718E+01
   787  -0.46289782E+01   0.16221846E-02  -0.26794615E-02   0.12766593E+01  -0.21087362E+01
   788  -0.46308097E+01   0.16210303E-02  -0.26771566E-02   0.12773719E+01  -0.21095994E+01
   789  -0.46326385E+01   0.16198780E-02  -0.26748560E-02   0.12780837E+01  -0.21104614E+01
   790  -0.46344649E+01   0.16187279E-02  -0.26725597E-02   0.12787950E+01  -0.21113222E+01
   791  -0.46362886E+01   0.16175797E-02  -0.26702677E-02   0.12795055E+01  -0.21121818E+01
   792  -0.46381098E+01   0.16164336E-02  -0.26679800E-02   0.12802154E+01  -0.21130402E+01
   793  -0.46399284E+01   0.16152896E-02  -0.26656965E-02   0.12809247E+01  -0.21138973E+01
   794  -0.46417445E+01   0.16141475E-02  -0.26634172E-02   0.12816331E+01  -0.21147533E+01
   795  -0.46435580E+01   0.16130075E-02  -0.26611422E-02   0.12823410E+01  -0.21156080E+01
   796  -0.46453690E+01   0.16118695E-02  -0.26588714E-02   0.12830481E+01  -0.21164616E+01
   797  -0.46471775E+01   0.16107334E-02  -0.26566047E-02   0.12837545E+01  -0.21173139E+01
   798  -0.46489834E+01   0.16095994E-02  -0.26543422E-02   0.12844603E+01  -0.21181651E+01
   799  -0.46507867E+01   0.16084673E-02  -0.26520839E-02   0.12851654E+01  -0.21190150E+01
   800  -0.46525876E+01   0.16073372E-02  -0.26498298E-02   0.12858698E+01  -0.21198638E+01
   801  -0.46543859E+01   0.16062090E-02  -0.26475797E-02   0.12865734E+01  -0.21207113E+01
   802  -0.46561817E+01   0.16050828E-02  -0.26453338E-02   0.12872764E+01  -0.21215577E+01
   803  -0.46579749E+01   0.16039585E-02  -0.26430920E-02   0.12879787E+01  -0.21224029E+01
   804  -0.46597657E+01   0.16028362E-02  -0.26408543E-02   0.12886803E+01  -0.21232469E+01
   805  -0.46615539E+01   0.16017158E-02  -0.26386207E-02   0.12893812E+01  -0.21240897E+01
   806  -0.46633396E+01   0.16005973E-02  -0.26363911E-02   0.12900814E+01  -0.21249312E+01
   807  -0.46651228E+01   0.15994807E-02  -0.26341655E-02   0.12907809E+01  -0.21257716E+01
   808  -0.46669036E+01   0.15983660E-02  -0.26319440E-02   0.12914797E+01  -0.21266108E+01
   809  -0.46686818E+01   0.15972533E-02  -0.26297265E-02   0.12921779E+01  -0.21274487E+01
   810  -0.46704575E+01   0.15961423E-02  -0.26275130E-02   0.12928753E+01  -0.21282855E+01
   811  -0.46722307E+01   0.15950333E-02  -0.26253035E-02   0.12935720E+01  -0.21291211E+01
   812  -0.46740014E+01   0.15939261E-02  -0.26230980E-02   0.12942680E+01  -0.21299556E+01
   813  -0.46757697E+01   0.15928208E-02  -0.26208965E-02   0.12949633E+01  -0.21307889E+01
   814  -0.46775354E+01   0.15917174E-02  -0.26186989E-02   0.12956580E+01  -0.21316209E+01
   815  -0.46792987E+01   0.15906158E-02  -0.26165052E-02   0.12963519E+01  -0.21324517E+01
   816  -0.46810596E+01   0.15895160E-02  -0.26143154E-02   0.12970451E+01  -0.21332814E+01
   817  -0.46828179E+01   0.15884181E-02  -0.26121296E-02   0.12977376E+01  -0.21341099E+01
   818  -0.46845738E+01   0.15873219E-02  -0.26099477E-02   0.12984293E+01  -0.21349372E+01
   819  -0.46863272E+01   0.15862276E-02  -0.26077696E-02   0.12991204E+01  -0.21357633E+01
   820  -0.46880781E+01   0.15851351E-02  -0.26055954E-02   0.12998108E+01  -0.21365882E+01
   821  -0.46898266E+01   0.15840444E-02  -0.26034251E-02   0.13005005E+01  -0.21374120E+01
   822  -0.46915727E+01   0.15829555E-02  -0.26012586E-02   0.13011894E+01  -0.21382346E+01
   823  -0.46933163E+01   0.15818684E-02  -0.25990960E-02   0.13018777E+01  -0.21390560E+01
   824  -0.46950574E+01   0.15807830E-02  -0.25969372E-02   0.13025652E+01  -0.21398763E+01
   825  -0.46967962E+01   0.15796994E-02  -0.25947822E-02   0.13032520E+01  -0.21406953E+01
   826  -0.46985324E+01   0.15786176E-02  -0.25926309E-02   0.13039381E+01  -0.21415131E+01
   827  -0.47002663E+01   0.15775375E-02  -0.25904835E-02   0.13046235E+01  -0.21423299E+01
   828  -0.47019977E+01   0.15764592E-02  -0.25883398E-02   0.13053082E+01  -0.21431454E+01
   829  -0.47037267E+01   0.15753826E-02  -0.25861999E-02   0.13059922E+01  -0.21439597E+01
   830  -0.47054532E+01   0.15743078E-02  -0.25840637E-02   0.13066755E+01  -0.21447729E+01
   831  -0.47071774E+01   0.15732347E-02  -0.25819313E-02   0.13073580E+01  -0.21455849E+01
   832  -0.47088991E+01   0.15721633E-02  -0.25798026E-02   0.13080399E+01  -0.21463958E+01
   833  -0.47106184E+01   0.15710936E-02  -0.25776776E-02   0.13087210E+01  -0.21472054E+01
   834  -0.47123353E+01   0.15700256E-02  -0.25755563E-02   0.13094014E+01  -0.21480140E+01
   835  -0.47140499E+01   0.15689593E-02  -0.25734387E-02   0.13100810E+01  -0.21488213E+01
   836  -0.47157620E+01   0.15678947E-02  -0.25713247E-02   0.13107600E+01  -0.21496274E+01
   837  -0.47174717E+01   0.15668318E-02  -0.25692144E-02   0.13114382E+01  -0.21504325E+01
   838  -0.47191790E+01   0.15657706E-02  -0.25671078E-02   0.13121158E+01  -0.21512363E+01
   839  -0.47208839E+01   0.15647111E-02  -0.25650048E-02   0.13127926E+01  -0.21520390E+01
   840  -0.47225865E+01   0.15636532E-02  -0.25629054E-02   0.13134687E+01  -0.21528405E+01
   841  -0.47242866E+01   0.15625970E-02  -0.25608096E-02   0.13141441E+01  -0.21536409E+01
   842  -0.47259844E+01   0.15615424E-02  -0.25587175E-02   0.13148187E+01  -0.21544401E+01
   843  -0.47276798E+01   0.15604895E-02  -0.25566289E-02   0.13154926E+01  -0.21552382E+01
   844  -0.47293728E+01   0.15594382E-02  -0.25545439E-02   0.13161658E+01  -0.21560351E+01
   845  -0.47310635E+01   0.15583886E-02  -0.25524625E-02   0.13168384E+01  -0.21568308E+01
   846  -0.47327518E+01   0.15573406E-02  -0.25503847E-02   0.13175101E+01  -0.21576255E+01
   847  -0.47344378E+01   0.15562942E-02  -0.25483103E-02   0.13181812E+01  -0.21584188E+01
   848  -0.47361214E+01   0.15552494E-02  -0.25462396E-02   0.13188515E+01  -0.21592112E+01
   849  -0.47378026E+01   0.15542063E-02  -0.25441723E-02   0.13195211E+01  -0.21600023E+01
   850  -0.47394815E+01   0.15531647E-02  -0.25421086E-02   0.13201900E+01  -0.21607923E+01
   851  -0.47411580E+01   0.15521248E-02  -0.25400483E-02   0.13208582E+01  -0.21615811E+01
   852  -0.47428323E+01   0.15510864E-02  -0.25379916E-02   0.13215256E+01  -0.21623688E+01
   853  -0.47445041E+01   0.15500496E-02  -0.25359383E-02   0.13221923E+01  -0.21631554E+01
   854  -0.47461737E+01   0.15490144E-02  -0.25338885E-02   0.13228583E+01  -0.21639408E+01
   855  -0.47478409E+01   0.15479808E-02  -0.25318422E-02   0.13235236E+01  -0.21647251E+01
   856  -0.47495058E+01   0.15469488E-02  -0.25297993E-02   0.13241882E+01  -0.21655082E+01
   857  -0.47511683E+01   0.15459183E-02  -0.25277599E-02   0.13248520E+01  -0.21662902E+01
   858  -0.47528286E+01   0.15448894E-02  -0.25257238E-02   0.13255151E+01  -0.21670710E+01
   859  -0.47544865E+01   0.15438620E-02  -0.25236912E-02   0.13261775E+01  -0.21678507E+01
   860  -0.47561421E+01   0.15428362E-02  -0.25216620E-02   0.13268391E+01  -0.21686293E+01
   861  -0.47577954E+01   0.15418119E-02  -0.25196362E-02   0.13275000E+01  -0.21694068E+01
   862  -0.47594464E+01   0.15407891E-02  -0.25176138E-02   0.13281602E+01  -0.21701831E+01
   863  -0.47610951E+01   0.15397679E-02  -0.25155948E-02   0.13288197E+01  -0.21709583E+01
   864  -0.47627416E+01   0.15387482E-02  -0.25135791E-02   0.13294784E+01  -0.21717323E+01
   865  -0.47643857E+01   0.15377300E-02  -0.25115668E-02   0.13301364E+01  -0.21725053E+01
   866  -0.47660275E+01   0.15367134E-02  -0.25095578E-02   0.13307938E+01  -0.21732771E+01
   867  -0.47676671E+01   0.15356982E-02  -0.25075522E-02   0.13314503E+01  -0.21740478E+01
   868  -0.47693043E+01   0.15346846E-02  -0.25055498E-02   0.13321062E+01  -0.21748172E+01
   869  -0.47709393E+01   0.15336724E-02  -0.25035508E-02   0.13327613E+01  -0.21755856E+01
   870  -0.47725720E+01   0.15326618E-02  -0.25015551E-02   0.13334158E+01  -0.21763529E+01
   871  -0.47742025E+01   0.15316526E-02  -0.24995627E-02   0.13340694E+01  -0.21771191E+01
   872  -0.47758307E+01   0.15306449E-02  -0.24975736E-02   0.13347224E+01  -0.21778842E+01
   873  -0.47774566E+01   0.15296387E-02  -0.24955878E-02   0.13353746E+01  -0.21786481E+01
   874  -0.47790803E+01   0.15286340E-02  -0.24936052E-02   0.13360261E+01  -0.21794109E+01
   875  -0.47807017E+01   0.15276307E-02  -0.24916259E-02   0.13366769E+01  -0.21801727E+01
   876  -0.47823208E+01   0.15266289E-02  -0.24896498E-02   0.13373269E+01  -0.21809332E+01
