     n         h                l                k               nl               nk
   274  -0.33268727E+01   0.33795800E-02  -0.57201923E-02   0.92600492E+00  -0.15673327E+01
   275  -0.33299758E+01   0.33684885E-02  -0.57025699E-02   0.92633434E+00  -0.15682067E+01
   276  -0.33330782E+01   0.33574858E-02  -0.56850881E-02   0.92666608E+00  -0.15690843E+01
   277  -0.33361799E+01   0.33465711E-02  -0.56677453E-02   0.92700019E+00  -0.15699654E+01
   278  -0.33392807E+01   0.33357433E-02  -0.56505400E-02   0.92733664E+00  -0.15708501E+01
   279  -0.33423808E+01   0.33250016E-02  -0.56334705E-02   0.92767545E+00  -0.15717383E+01
   280  -0.33454801E+01   0.33143452E-02  -0.56165352E-02   0.92801666E+00  -0.15726299E+01
   281  -0.33485785E+01   0.33037731E-02  -0.55997328E-02   0.92836024E+00  -0.15735249E+01
   282  -0.33516762E+01   0.32932844E-02  -0.55830616E-02   0.92870620E+00  -0.15744234E+01
   283  -0.33547729E+01   0.32828783E-02  -0.55665202E-02   0.92905456E+00  -0.15753252E+01
   284  -0.33578689E+01   0.32725540E-02  -0.55501071E-02   0.92940534E+00  -0.15762304E+01
   285  -0.33609639E+01   0.32623105E-02  -0.55338209E-02   0.92975849E+00  -0.15771390E+01
   286  -0.33640581E+01   0.32521472E-02  -0.55176602E-02   0.93011410E+00  -0.15780508E+01
   287  -0.33671514E+01   0.32420631E-02  -0.55016235E-02   0.93047211E+00  -0.15789659E+01
   288  -0.33702437E+01   0.32320574E-02  -0.54857095E-02   0.93083253E+00  -0.15798843E+01
   289  -0.33733352E+01   0.32221294E-02  -0.54699168E-02   0.93119540E+00  -0.15808060E+01
   290  -0.33764257E+01   0.32122783E-02  -0.54542440E-02   0.93156071E+00  -0.15817308E+01
   291  -0.33795152E+01   0.32025033E-02  -0.54386900E-02   0.93192846E+00  -0.15826588E+01
   292  -0.33826038E+01   0.31928036E-02  -0.54232532E-02   0.93229865E+00  -0.15835899E+01
   293  -0.33856914E+01   0.31831785E-02  -0.54079325E-02   0.93267130E+00  -0.15845242E+01
   294  -0.33887780E+01   0.31736272E-02  -0.53927266E-02   0.93304640E+00  -0.15854616E+01
   295  -0.33918637E+01   0.31641489E-02  -0.53776343E-02   0.93342393E+00  -0.15864021E+01
   296  -0.33949483E+01   0.31547431E-02  -0.53626542E-02   0.93380396E+00  -0.15873456E+01
   297  -0.33980319E+01   0.31454088E-02  -0.53477852E-02   0.93418641E+00  -0.15882922E+01
   298  -0.34011144E+01   0.31361455E-02  -0.53330261E-02   0.93457136E+00  -0.15892418E+01
   299  -0.34041959E+01   0.31269524E-02  -0.53183757E-02   0.93495877E+00  -0.15901943E+01
   300  -0.34072763E+01   0.31178289E-02  -0.53038328E-02   0.93534867E+00  -0.15911498E+01
   301  -0.34103557E+01   0.31087741E-02  -0.52893963E-02   0.93574100E+00  -0.15921083E+01
   302  -0.34134339E+01   0.30997876E-02  -0.52750650E-02   0.93613586E+00  -0.15930696E+01
   303  -0.34165111E+01   0.30908685E-02  -0.52608378E-02   0.93653316E+00  -0.15940339E+01
   304  -0.34195871E+01   0.30820162E-02  -0.52467137E-02   0.93693292E+00  -0.15950010E+01
   305  -0.34226620E+01   0.30732302E-02  -0.52326914E-02   0.93733521E+00  -0.15959709E+01
   306  -0.34257358E+01   0.30645096E-02  -0.52187699E-02   0.93773994E+00  -0.15969436E+01
   307  -0.34288084E+01   0.30558540E-02  -0.52049482E-02   0.93814718E+00  -0.15979191E+01
   308  -0.34318798E+01   0.30472626E-02  -0.51912253E-02   0.93855688E+00  -0.15988974E+01
   309  -0.34349501E+01   0.30387348E-02  -0.51776000E-02   0.93896905E+00  -0.15998784E+01
   310  -0.34380191E+01   0.30302701E-02  -0.51640713E-02   0.93938373E+00  -0.16008621E+01
   311  -0.34410870E+01   0.30218678E-02  -0.51506383E-02   0.93980089E+00  -0.16018485E+01
   312  -0.34441536E+01   0.30135273E-02  -0.51373000E-02   0.94022052E+00  -0.16028376E+01
   313  -0.34472190E+01   0.30052480E-02  -0.51240553E-02   0.94064262E+00  -0.16038293E+01
   314  -0.34502831E+01   0.29970293E-02  -0.51109033E-02   0.94106720E+00  -0.16048236E+01
   315  -0.34533460E+01   0.29888707E-02  -0.50978430E-02   0.94149427E+00  -0.16058205E+01
   316  -0.34564076E+01   0.29807716E-02  -0.50848735E-02   0.94192383E+00  -0.16068200E+01
   317  -0.34594680E+01   0.29727313E-02  -0.50719939E-02   0.94235582E+00  -0.16078221E+01
   318  -0.34625270E+01   0.29647495E-02  -0.50592032E-02   0.94279034E+00  -0.16088266E+01
   319  -0.34655847E+01   0.29568254E-02  -0.50465005E-02   0.94322730E+00  -0.16098337E+01
   320  -0.34686411E+01   0.29489585E-02  -0.50338850E-02   0.94366672E+00  -0.16108432E+01
   321  -0.34716962E+01   0.29411484E-02  -0.50213557E-02   0.94410864E+00  -0.16118552E+01
   322  -0.34747499E+01   0.29333944E-02  -0.50089117E-02   0.94455300E+00  -0.16128696E+01
   323  -0.34778023E+01   0.29256961E-02  -0.49965523E-02   0.94499984E+00  -0.16138864E+01
   324  -0.34808533E+01   0.29180529E-02  -0.49842765E-02   0.94544914E+00  -0.16149056E+01
   325  -0.34839029E+01   0.29104642E-02  -0.49720835E-02   0.94590086E+00  -0.16159271E+01
   326  -0.34869511E+01   0.29029297E-02  -0.49599725E-02   0.94635508E+00  -0.16169510E+01
   327  -0.34899979E+01   0.28954487E-02  -0.49479426E-02   0.94681172E+00  -0.16179772E+01
   328  -0.34930433E+01   0.28880208E-02  -0.49359930E-02   0.94727082E+00  -0.16190057E+01
   329  -0.34960872E+01   0.28806455E-02  -0.49241230E-02   0.94773237E+00  -0.16200365E+01
   330  -0.34991298E+01   0.28733223E-02  -0.49123318E-02   0.94819636E+00  -0.16210695E+01
   331  -0.35021708E+01   0.28660507E-02  -0.49006185E-02   0.94866278E+00  -0.16221047E+01
   332  -0.35052104E+01   0.28588302E-02  -0.48889824E-02   0.94913163E+00  -0.16231422E+01
   333  -0.35082485E+01   0.28516604E-02  -0.48774227E-02   0.94960291E+00  -0.16241818E+01
   334  -0.35112851E+01   0.28445408E-02  -0.48659387E-02   0.95007663E+00  -0.16252235E+01
   335  -0.35143202E+01   0.28374709E-02  -0.48545296E-02   0.95055275E+00  -0.16262674E+01
   336  -0.35173538E+01   0.28304503E-02  -0.48431947E-02   0.95103130E+00  -0.16273134E+01
   337  -0.35203859E+01   0.28234785E-02  -0.48319333E-02   0.95151225E+00  -0.16283615E+01
   338  -0.35234164E+01   0.28165550E-02  -0.48207446E-02   0.95199559E+00  -0.16294117E+01
   339  -0.35264453E+01   0.28096795E-02  -0.48096280E-02   0.95248135E+00  -0.16304639E+01
   340  -0.35294727E+01   0.28028514E-02  -0.47985827E-02   0.95296948E+00  -0.16315181E+01
   341  -0.35324986E+01   0.27960705E-02  -0.47876081E-02   0.95346004E+00  -0.16325744E+01
   342  -0.35355228E+01   0.27893361E-02  -0.47767035E-02   0.95395295E+00  -0.16336326E+01
   343  -0.35385454E+01   0.27826479E-02  -0.47658681E-02   0.95444823E+00  -0.16346928E+01
   344  -0.35415665E+01   0.27760056E-02  -0.47551014E-02   0.95494593E+00  -0.16357549E+01
   345  -0.35445859E+01   0.27694085E-02  -0.47444027E-02   0.95544593E+00  -0.16368189E+01
   346  -0.35476036E+01   0.27628565E-02  -0.47337713E-02   0.95594835E+00  -0.16378849E+01
   347  -0.35506198E+01   0.27563490E-02  -0.47232065E-02   0.95645310E+00  -0.16389527E+01
   348  -0.35536342E+01   0.27498856E-02  -0.47127078E-02   0.95696019E+00  -0.16400223E+01
   349  -0.35566470E+01   0.27434660E-02  -0.47022746E-02   0.95746963E+00  -0.16410938E+01
   350  -0.35596581E+01   0.27370897E-02  -0.46919061E-02   0.95798140E+00  -0.16421671E+01
   351  -0.35626676E+01   0.27307564E-02  -0.46816018E-02   0.95849550E+00  -0.16432422E+01
   352  -0.35656753E+01   0.27244657E-02  -0.46713610E-02   0.95901193E+00  -0.16443191E+01
   353  -0.35686813E+01   0.27182171E-02  -0.46611833E-02   0.95953064E+00  -0.16453977E+01
   354  -0.35716856E+01   0.27120104E-02  -0.46510679E-02   0.96005168E+00  -0.16464780E+01
   355  -0.35746881E+01   0.27058452E-02  -0.46410144E-02   0.96057505E+00  -0.16475601E+01
   356  -0.35776889E+01   0.26997210E-02  -0.46310220E-02   0.96110068E+00  -0.16486438E+01
   357  -0.35806880E+01   0.26936375E-02  -0.46210903E-02   0.96162859E+00  -0.16497292E+01
   358  -0.35836852E+01   0.26875944E-02  -0.46112187E-02   0.96215880E+00  -0.16508163E+01
   359  -0.35866807E+01   0.26815913E-02  -0.46014066E-02   0.96269128E+00  -0.16519050E+01
   360  -0.35896744E+01   0.26756278E-02  -0.45916535E-02   0.96322601E+00  -0.16529953E+01
   361  -0.35926663E+01   0.26697036E-02  -0.45819589E-02   0.96376300E+00  -0.16540872E+01
   362  -0.35956564E+01   0.26638184E-02  -0.45723221E-02   0.96430226E+00  -0.16551806E+01
   363  -0.35986446E+01   0.26579717E-02  -0.45627427E-02   0.96484373E+00  -0.16562756E+01
   364  -0.36016311E+01   0.26521633E-02  -0.45532201E-02   0.96538744E+00  -0.16573721E+01
   365  -0.36046156E+01   0.26463928E-02  -0.45437538E-02   0.96593337E+00  -0.16584701E+01
   366  -0.36075984E+01   0.26406599E-02  -0.45343434E-02   0.96648152E+00  -0.16595697E+01
   367  -0.36105792E+01   0.26349643E-02  -0.45249882E-02   0.96703190E+00  -0.16606707E+01
   368  -0.36135582E+01   0.26293056E-02  -0.45156878E-02   0.96758446E+00  -0.16617731E+01
   369  -0.36165353E+01   0.26236835E-02  -0.45064417E-02   0.96813921E+00  -0.16628770E+01
   370  -0.36195105E+01   0.26180977E-02  -0.44972494E-02   0.96869615E+00  -0.16639823E+01
   371  -0.36224837E+01   0.26125479E-02  -0.44881104E-02   0.96925527E+00  -0.16650890E+01
   372  -0.36254551E+01   0.26070337E-02  -0.44790242E-02   0.96981654E+00  -0.16661970E+01
   373  -0.36284245E+01   0.26015549E-02  -0.44699904E-02   0.97037998E+00  -0.16673064E+01
   374  -0.36313920E+01   0.25961111E-02  -0.44610084E-02   0.97094555E+00  -0.16684171E+01
   375  -0.36343576E+01   0.25907021E-02  -0.44520779E-02   0.97151329E+00  -0.16695292E+01
   376  -0.36373211E+01   0.25853275E-02  -0.44431984E-02   0.97208314E+00  -0.16706426E+01
   377  -0.36402828E+01   0.25799870E-02  -0.44343693E-02   0.97265510E+00  -0.16717572E+01
   378  -0.36432424E+01   0.25746804E-02  -0.44255903E-02   0.97322919E+00  -0.16728731E+01
   379  -0.36462000E+01   0.25694074E-02  -0.44168609E-02   0.97380540E+00  -0.16739903E+01
   380  -0.36491557E+01   0.25641676E-02  -0.44081807E-02   0.97438369E+00  -0.16751087E+01
   381  -0.36521093E+01   0.25589607E-02  -0.43995492E-02   0.97496403E+00  -0.16762282E+01
   382  -0.36550609E+01   0.25537866E-02  -0.43909660E-02   0.97554648E+00  -0.16773490E+01
   383  -0.36580105E+01   0.25486449E-02  -0.43824307E-02   0.97613100E+00  -0.16784710E+01
   384  -0.36609580E+01   0.25435353E-02  -0.43739428E-02   0.97671756E+00  -0.16795940E+01
   385  -0.36639035E+01   0.25384576E-02  -0.43655020E-02   0.97730618E+00  -0.16807183E+01
   386  -0.36668469E+01   0.25334115E-02  -0.43571079E-02   0.97789684E+00  -0.16818436E+01
   387  -0.36697883E+01   0.25283967E-02  -0.43487599E-02   0.97848952E+00  -0.16829701E+01
   388  -0.36727275E+01   0.25234129E-02  -0.43404578E-02   0.97908421E+00  -0.16840976E+01
   389  -0.36756647E+01   0.25184600E-02  -0.43322011E-02   0.97968094E+00  -0.16852262E+01
   390  -0.36785998E+01   0.25135375E-02  -0.43239894E-02   0.98027962E+00  -0.16863559E+01
   391  -0.36815328E+01   0.25086453E-02  -0.43158224E-02   0.98088031E+00  -0.16874866E+01
   392  -0.36844637E+01   0.25037832E-02  -0.43076996E-02   0.98148301E+00  -0.16886182E+01
   393  -0.36873924E+01   0.24989508E-02  -0.42996207E-02   0.98208766E+00  -0.16897509E+01
   394  -0.36903190E+01   0.24941479E-02  -0.42915852E-02   0.98269427E+00  -0.16908846E+01
   395  -0.36932435E+01   0.24893742E-02  -0.42835929E-02   0.98330281E+00  -0.16920192E+01
   396  -0.36961658E+01   0.24846296E-02  -0.42756434E-02   0.98391332E+00  -0.16931548E+01
   397  -0.36990860E+01   0.24799137E-02  -0.42677362E-02   0.98452574E+00  -0.16942913E+01
   398  -0.37020039E+01   0.24752263E-02  -0.42598711E-02   0.98514007E+00  -0.16954287E+01
   399  -0.37049197E+01   0.24705672E-02  -0.42520476E-02   0.98575631E+00  -0.16965670E+01
   400  -0.37078333E+01   0.24659362E-02  -0.42442655E-02   0.98637448E+00  -0.16977062E+01
   401  -0.37107447E+01   0.24613330E-02  -0.42365243E-02   0.98699453E+00  -0.16988462E+01
   402  -0.37136539E+01   0.24567573E-02  -0.42288237E-02   0.98761643E+00  -0.16999871E+01
   403  -0.37165609E+01   0.24522090E-02  -0.42211634E-02   0.98824023E+00  -0.17011289E+01
   404  -0.37194657E+01   0.24476878E-02  -0.42135430E-02   0.98886587E+00  -0.17022714E+01
   405  -0.37223682E+01   0.24431935E-02  -0.42059622E-02   0.98949337E+00  -0.17034147E+01
   406  -0.37252685E+01   0.24387259E-02  -0.41984207E-02   0.99012272E+00  -0.17045588E+01
   407  -0.37281665E+01   0.24342847E-02  -0.41909182E-02   0.99075387E+00  -0.17057037E+01
   408  -0.37310623E+01   0.24298697E-02  -0.41834542E-02   0.99138684E+00  -0.17068493E+01
   409  -0.37339558E+01   0.24254807E-02  -0.41760286E-02   0.99202161E+00  -0.17079957E+01
   410  -0.37368470E+01   0.24211176E-02  -0.41686409E-02   0.99265822E+00  -0.17091428E+01
   411  -0.37397360E+01   0.24167799E-02  -0.41612909E-02   0.99329654E+00  -0.17102906E+01
   412  -0.37426226E+01   0.24124677E-02  -0.41539782E-02   0.99393669E+00  -0.17114390E+01
   413  -0.37455069E+01   0.24081806E-02  -0.41467025E-02   0.99457859E+00  -0.17125881E+01
   414  -0.37483890E+01   0.24039185E-02  -0.41394636E-02   0.99522226E+00  -0.17137379E+01
   415  -0.37512687E+01   0.23996810E-02  -0.41322611E-02   0.99586761E+00  -0.17148884E+01
   416  -0.37541461E+01   0.23954682E-02  -0.41250948E-02   0.99651477E+00  -0.17160394E+01
   417  -0.37570212E+01   0.23912796E-02  -0.41179643E-02   0.99716359E+00  -0.17171911E+01
   418  -0.37598939E+01   0.23871152E-02  -0.41108693E-02   0.99781415E+00  -0.17183434E+01
   419  -0.37627643E+01   0.23829747E-02  -0.41038096E-02   0.99846640E+00  -0.17194962E+01
   420  -0.37656323E+01   0.23788580E-02  -0.40967848E-02   0.99912036E+00  -0.17206496E+01
   421  -0.37684979E+01   0.23747648E-02  -0.40897947E-02   0.99977598E+00  -0.17218036E+01
   422  -0.37713612E+01   0.23706949E-02  -0.40828390E-02   0.10004332E+01  -0.17229581E+01
   423  -0.37742221E+01   0.23666483E-02  -0.40759175E-02   0.10010922E+01  -0.17241131E+01
   424  -0.37770806E+01   0.23626245E-02  -0.40690297E-02   0.10017528E+01  -0.17252686E+01
   425  -0.37799367E+01   0.23586236E-02  -0.40621756E-02   0.10024150E+01  -0.17264246E+01
   426  -0.37827904E+01   0.23546453E-02  -0.40553547E-02   0.10030789E+01  -0.17275811E+01
   427  -0.37856417E+01   0.23506893E-02  -0.40485669E-02   0.10037443E+01  -0.17287381E+01
   428  -0.37884905E+01   0.23467556E-02  -0.40418118E-02   0.10044114E+01  -0.17298955E+01
   429  -0.37913370E+01   0.23428440E-02  -0.40350893E-02   0.10050801E+01  -0.17310533E+01
   430  -0.37941810E+01   0.23389542E-02  -0.40283990E-02   0.10057503E+01  -0.17322116E+01
   431  -0.37970226E+01   0.23350861E-02  -0.40217407E-02   0.10064221E+01  -0.17333702E+01
   432  -0.37998617E+01   0.23312395E-02  -0.40151141E-02   0.10070955E+01  -0.17345293E+01
   433  -0.38026983E+01   0.23274143E-02  -0.40085190E-02   0.10077704E+01  -0.17356887E+01
   434  -0.38055325E+01   0.23236102E-02  -0.40019551E-02   0.10084468E+01  -0.17368485E+01
   435  -0.38083643E+01   0.23198271E-02  -0.39954223E-02   0.10091248E+01  -0.17380087E+01
   436  -0.38111935E+01   0.23160649E-02  -0.39889201E-02   0.10098043E+01  -0.17391692E+01
   437  -0.38140203E+01   0.23123233E-02  -0.39824485E-02   0.10104853E+01  -0.17403300E+01
   438  -0.38168446E+01   0.23086022E-02  -0.39760071E-02   0.10111678E+01  -0.17414911E+01
   439  -0.38196663E+01   0.23049015E-02  -0.39695958E-02   0.10118518E+01  -0.17426526E+01
   440  -0.38224856E+01   0.23012209E-02  -0.39632142E-02   0.10125372E+01  -0.17438142E+01
   441  -0.38253024E+01   0.22975603E-02  -0.39568623E-02   0.10132241E+01  -0.17449763E+01
   442  -0.38281166E+01   0.22939196E-02  -0.39505396E-02   0.10139125E+01  -0.17461385E+01
   443  -0.38309283E+01   0.22902985E-02  -0.39442460E-02   0.10146022E+01  -0.17473010E+01
   444  -0.38337375E+01   0.22866970E-02  -0.39379813E-02   0.10152935E+01  -0.17484637E+01
   445  -0.38365442E+01   0.22831148E-02  -0.39317453E-02   0.10159861E+01  -0.17496267E+01
   446  -0.38393483E+01   0.22795519E-02  -0.39255376E-02   0.10166801E+01  -0.17507898E+01
   447  -0.38421498E+01   0.22760080E-02  -0.39193582E-02   0.10173756E+01  -0.17519531E+01
   448  -0.38449488E+01   0.22724830E-02  -0.39132068E-02   0.10180724E+01  -0.17531166E+01
   449  -0.38477453E+01   0.22689768E-02  -0.39070831E-02   0.10187706E+01  -0.17542803E+01
   450  -0.38505391E+01   0.22654892E-02  -0.39009871E-02   0.10194701E+01  -0.17554442E+01
   451  -0.38533304E+01   0.22620201E-02  -0.38949183E-02   0.10201711E+01  -0.17566082E+01
   452  -0.38561191E+01   0.22585692E-02  -0.38888767E-02   0.10208733E+01  -0.17577723E+01
   453  -0.38589052E+01   0.22551366E-02  -0.38828621E-02   0.10215769E+01  -0.17589365E+01
   454  -0.38616887E+01   0.22517220E-02  -0.38768742E-02   0.10222818E+01  -0.17601009E+01
   455  -0.38644697E+01   0.22483252E-02  -0.38709128E-02   0.10229880E+01  -0.17612653E+01
   456  -0.38672480E+01   0.22449462E-02  -0.38649777E-02   0.10236955E+01  -0.17624298E+01
   457  -0.38700237E+01   0.22415848E-02  -0.38590688E-02   0.10244043E+01  -0.17635944E+01
   458  -0.38727967E+01   0.22382409E-02  -0.38531858E-02   0.10251143E+01  -0.17647591E+01
   459  -0.38755672E+01   0.22349143E-02  -0.38473285E-02   0.10258257E+01  -0.17659238E+01
   460  -0.38783350E+01   0.22316049E-02  -0.38414968E-02   0.10265383E+01  -0.17670885E+01
   461  -0.38811002E+01   0.22283125E-02  -0.38356904E-02   0.10272521E+01  -0.17682533E+01
   462  -0.38838627E+01   0.22250370E-02  -0.38299092E-02   0.10279671E+01  -0.17694181E+01
   463  -0.38866226E+01   0.22217784E-02  -0.38241530E-02   0.10286834E+01  -0.17705828E+01
   464  -0.38893799E+01   0.22185364E-02  -0.38184215E-02   0.10294009E+01  -0.17717476E+01
   465  -0.38921344E+01   0.22153109E-02  -0.38127147E-02   0.10301196E+01  -0.17729123E+01
   466  -0.38948864E+01   0.22121018E-02  -0.38070322E-02   0.10308394E+01  -0.17740770E+01
   467  -0.38976356E+01   0.22089090E-02  -0.38013740E-02   0.10315605E+01  -0.17752417E+01
   468  -0.39003822E+01   0.22057323E-02  -0.37957399E-02   0.10322827E+01  -0.17764063E+01
   469  -0.39031261E+01   0.22025716E-02  -0.37901297E-02   0.10330061E+01  -0.17775708E+01
   470  -0.39058673E+01   0.21994268E-02  -0.37845431E-02   0.10337306E+01  -0.17787353E+01
   471  -0.39086058E+01   0.21962978E-02  -0.37789801E-02   0.10344563E+01  -0.17798996E+01
   472  -0.39113416E+01   0.21931844E-02  -0.37734405E-02   0.10351830E+01  -0.17810639E+01
   473  -0.39140747E+01   0.21900866E-02  -0.37679240E-02   0.10359110E+01  -0.17822281E+01
   474  -0.39168051E+01   0.21870041E-02  -0.37624306E-02   0.10366399E+01  -0.17833921E+01
   475  -0.39195328E+01   0.21839370E-02  -0.37569600E-02   0.10373701E+01  -0.17845560E+01
   476  -0.39222578E+01   0.21808849E-02  -0.37515121E-02   0.10381012E+01  -0.17857198E+01
   477  -0.39249800E+01   0.21778480E-02  -0.37460867E-02   0.10388335E+01  -0.17868834E+01
   478  -0.39276996E+01   0.21748259E-02  -0.37406837E-02   0.10395668E+01  -0.17880468E+01
   479  -0.39304164E+01   0.21718187E-02  -0.37353028E-02   0.10403012E+01  -0.17892100E+01
   480  -0.39331304E+01   0.21688262E-02  -0.37299441E-02   0.10410366E+01  -0.17903732E+01
   481  -0.39358417E+01   0.21658482E-02  -0.37246071E-02   0.10417730E+01  -0.17915360E+01
   482  -0.39385503E+01   0.21628847E-02  -0.37192919E-02   0.10425104E+01  -0.17926987E+01
   483  -0.39412561E+01   0.21599356E-02  -0.37139983E-02   0.10432489E+01  -0.17938612E+01
