     n         h                l                k               nl               nk
  3684  -0.13003948E+02   0.17880459E-03  -0.96926500E-03   0.65871611E+00  -0.35707723E+01
  3685  -0.13006101E+02   0.17859855E-03  -0.96915372E-03   0.65813566E+00  -0.35713315E+01
  3686  -0.13008255E+02   0.17839261E-03  -0.96904254E-03   0.65755516E+00  -0.35718908E+01
  3687  -0.13010408E+02   0.17818677E-03  -0.96893146E-03   0.65697462E+00  -0.35724503E+01
  3688  -0.13012561E+02   0.17798104E-03  -0.96882048E-03   0.65639408E+00  -0.35730099E+01
  3689  -0.13014714E+02   0.17777541E-03  -0.96870960E-03   0.65581349E+00  -0.35735697E+01
  3690  -0.13016868E+02   0.17756989E-03  -0.96859882E-03   0.65523289E+00  -0.35741296E+01
  3691  -0.13019021E+02   0.17736447E-03  -0.96848814E-03   0.65465226E+00  -0.35746897E+01
  3692  -0.13021174E+02   0.17715916E-03  -0.96837757E-03   0.65407162E+00  -0.35752500E+01
  3693  -0.13023328E+02   0.17695395E-03  -0.96826709E-03   0.65349094E+00  -0.35758104E+01
  3694  -0.13025481E+02   0.17674885E-03  -0.96815671E-03   0.65291025E+00  -0.35763709E+01
  3695  -0.13027635E+02   0.17654385E-03  -0.96804643E-03   0.65232953E+00  -0.35769316E+01
  3696  -0.13029788E+02   0.17633895E-03  -0.96793625E-03   0.65174876E+00  -0.35774924E+01
  3697  -0.13031942E+02   0.17613416E-03  -0.96782617E-03   0.65116799E+00  -0.35780534E+01
  3698  -0.13034096E+02   0.17592948E-03  -0.96771619E-03   0.65058722E+00  -0.35786145E+01
  3699  -0.13036249E+02   0.17572490E-03  -0.96760631E-03   0.65000641E+00  -0.35791757E+01
  3700  -0.13038403E+02   0.17552042E-03  -0.96749653E-03   0.64942555E+00  -0.35797372E+01
  3701  -0.13040557E+02   0.17531605E-03  -0.96738685E-03   0.64884470E+00  -0.35802987E+01
  3702  -0.13042710E+02   0.17511178E-03  -0.96727727E-03   0.64826381E+00  -0.35808605E+01
  3703  -0.13044864E+02   0.17490761E-03  -0.96716779E-03   0.64768288E+00  -0.35814223E+01
  3704  -0.13047018E+02   0.17470355E-03  -0.96705841E-03   0.64710195E+00  -0.35819844E+01
  3705  -0.13049172E+02   0.17449959E-03  -0.96694912E-03   0.64652098E+00  -0.35825465E+01
  3706  -0.13051326E+02   0.17429574E-03  -0.96683994E-03   0.64594001E+00  -0.35831088E+01
  3707  -0.13053480E+02   0.17409199E-03  -0.96673085E-03   0.64535901E+00  -0.35836713E+01
  3708  -0.13055634E+02   0.17388835E-03  -0.96662186E-03   0.64477800E+00  -0.35842339E+01
  3709  -0.13057788E+02   0.17368481E-03  -0.96651298E-03   0.64419696E+00  -0.35847966E+01
  3710  -0.13059942E+02   0.17348137E-03  -0.96640419E-03   0.64361588E+00  -0.35853595E+01
  3711  -0.13062096E+02   0.17327804E-03  -0.96629550E-03   0.64303481E+00  -0.35859226E+01
  3712  -0.13064250E+02   0.17307481E-03  -0.96618690E-03   0.64245369E+00  -0.35864858E+01
  3713  -0.13066404E+02   0.17287168E-03  -0.96607841E-03   0.64187255E+00  -0.35870491E+01
  3714  -0.13068558E+02   0.17266866E-03  -0.96597002E-03   0.64129140E+00  -0.35876127E+01
  3715  -0.13070712E+02   0.17246574E-03  -0.96586172E-03   0.64071022E+00  -0.35881763E+01
  3716  -0.13072866E+02   0.17226293E-03  -0.96575352E-03   0.64012905E+00  -0.35887401E+01
  3717  -0.13075021E+02   0.17206022E-03  -0.96564542E-03   0.63954784E+00  -0.35893040E+01
  3718  -0.13077175E+02   0.17185761E-03  -0.96553742E-03   0.63896659E+00  -0.35898681E+01
  3719  -0.13079329E+02   0.17165511E-03  -0.96542952E-03   0.63838535E+00  -0.35904324E+01
  3720  -0.13081484E+02   0.17145271E-03  -0.96532171E-03   0.63780408E+00  -0.35909968E+01
  3721  -0.13083638E+02   0.17125041E-03  -0.96521400E-03   0.63722278E+00  -0.35915613E+01
  3722  -0.13085793E+02   0.17104822E-03  -0.96510639E-03   0.63664147E+00  -0.35921260E+01
  3723  -0.13087947E+02   0.17084613E-03  -0.96499888E-03   0.63606014E+00  -0.35926908E+01
  3724  -0.13090102E+02   0.17064414E-03  -0.96489146E-03   0.63547878E+00  -0.35932558E+01
  3725  -0.13092256E+02   0.17044226E-03  -0.96478415E-03   0.63489742E+00  -0.35938210E+01
  3726  -0.13094411E+02   0.17024048E-03  -0.96467693E-03   0.63431603E+00  -0.35943862E+01
  3727  -0.13096565E+02   0.17003880E-03  -0.96456981E-03   0.63373461E+00  -0.35949517E+01
  3728  -0.13098720E+02   0.16983723E-03  -0.96446278E-03   0.63315319E+00  -0.35955172E+01
  3729  -0.13100875E+02   0.16963576E-03  -0.96435585E-03   0.63257175E+00  -0.35960830E+01
  3730  -0.13103029E+02   0.16943439E-03  -0.96424902E-03   0.63199027E+00  -0.35966488E+01
  3731  -0.13105184E+02   0.16923312E-03  -0.96414229E-03   0.63140877E+00  -0.35972149E+01
  3732  -0.13107339E+02   0.16903196E-03  -0.96403565E-03   0.63082727E+00  -0.35977810E+01
  3733  -0.13109494E+02   0.16883090E-03  -0.96392911E-03   0.63024575E+00  -0.35983474E+01
  3734  -0.13111649E+02   0.16862995E-03  -0.96382267E-03   0.62966423E+00  -0.35989138E+01
  3735  -0.13113803E+02   0.16842910E-03  -0.96371633E-03   0.62908269E+00  -0.35994805E+01
  3736  -0.13115958E+02   0.16822835E-03  -0.96361008E-03   0.62850112E+00  -0.36000473E+01
  3737  -0.13118113E+02   0.16802770E-03  -0.96350393E-03   0.62791951E+00  -0.36006142E+01
  3738  -0.13120268E+02   0.16782716E-03  -0.96339787E-03   0.62733792E+00  -0.36011812E+01
  3739  -0.13122423E+02   0.16762672E-03  -0.96329191E-03   0.62675631E+00  -0.36017485E+01
  3740  -0.13124579E+02   0.16742638E-03  -0.96318605E-03   0.62617466E+00  -0.36023158E+01
  3741  -0.13126734E+02   0.16722614E-03  -0.96308028E-03   0.62559299E+00  -0.36028833E+01
  3742  -0.13128889E+02   0.16702601E-03  -0.96297461E-03   0.62501133E+00  -0.36034510E+01
  3743  -0.13131044E+02   0.16682598E-03  -0.96286904E-03   0.62442964E+00  -0.36040188E+01
  3744  -0.13133199E+02   0.16662605E-03  -0.96276356E-03   0.62384793E+00  -0.36045868E+01
  3745  -0.13135354E+02   0.16642622E-03  -0.96265818E-03   0.62326619E+00  -0.36051549E+01
  3746  -0.13137510E+02   0.16622650E-03  -0.96255290E-03   0.62268447E+00  -0.36057232E+01
  3747  -0.13139665E+02   0.16602688E-03  -0.96244771E-03   0.62210272E+00  -0.36062916E+01
  3748  -0.13141820E+02   0.16582736E-03  -0.96234261E-03   0.62152095E+00  -0.36068601E+01
  3749  -0.13143976E+02   0.16562795E-03  -0.96223762E-03   0.62093918E+00  -0.36074288E+01
  3750  -0.13146131E+02   0.16542863E-03  -0.96213271E-03   0.62035736E+00  -0.36079977E+01
  3751  -0.13148287E+02   0.16522942E-03  -0.96202791E-03   0.61977555E+00  -0.36085667E+01
  3752  -0.13150442E+02   0.16503031E-03  -0.96192320E-03   0.61919372E+00  -0.36091358E+01
  3753  -0.13152598E+02   0.16483130E-03  -0.96181858E-03   0.61861187E+00  -0.36097051E+01
  3754  -0.13154753E+02   0.16463240E-03  -0.96171406E-03   0.61803003E+00  -0.36102746E+01
  3755  -0.13156909E+02   0.16443360E-03  -0.96160964E-03   0.61744817E+00  -0.36108442E+01
  3756  -0.13159065E+02   0.16423490E-03  -0.96150531E-03   0.61686628E+00  -0.36114139E+01
  3757  -0.13161220E+02   0.16403630E-03  -0.96140107E-03   0.61628438E+00  -0.36119838E+01
  3758  -0.13163376E+02   0.16383780E-03  -0.96129693E-03   0.61570245E+00  -0.36125539E+01
  3759  -0.13165532E+02   0.16363941E-03  -0.96119289E-03   0.61512054E+00  -0.36131241E+01
  3760  -0.13167688E+02   0.16344112E-03  -0.96108894E-03   0.61453861E+00  -0.36136944E+01
  3761  -0.13169844E+02   0.16324293E-03  -0.96098509E-03   0.61395666E+00  -0.36142649E+01
  3762  -0.13172000E+02   0.16304484E-03  -0.96088133E-03   0.61337469E+00  -0.36148356E+01
  3763  -0.13174155E+02   0.16284685E-03  -0.96077766E-03   0.61279270E+00  -0.36154063E+01
  3764  -0.13176311E+02   0.16264896E-03  -0.96067409E-03   0.61221069E+00  -0.36159773E+01
  3765  -0.13178467E+02   0.16245118E-03  -0.96057062E-03   0.61162869E+00  -0.36165484E+01
  3766  -0.13180623E+02   0.16225350E-03  -0.96046724E-03   0.61104668E+00  -0.36171196E+01
  3767  -0.13182779E+02   0.16205592E-03  -0.96036395E-03   0.61046465E+00  -0.36176910E+01
  3768  -0.13184936E+02   0.16185844E-03  -0.96026076E-03   0.60988260E+00  -0.36182625E+01
  3769  -0.13187092E+02   0.16166107E-03  -0.96015766E-03   0.60930057E+00  -0.36188342E+01
  3770  -0.13189248E+02   0.16146379E-03  -0.96005466E-03   0.60871849E+00  -0.36194061E+01
  3771  -0.13191404E+02   0.16126662E-03  -0.95995175E-03   0.60813642E+00  -0.36199780E+01
  3772  -0.13193560E+02   0.16106954E-03  -0.95984893E-03   0.60755430E+00  -0.36205502E+01
  3773  -0.13195717E+02   0.16087257E-03  -0.95974621E-03   0.60697221E+00  -0.36211225E+01
  3774  -0.13197873E+02   0.16067570E-03  -0.95964358E-03   0.60639009E+00  -0.36216949E+01
  3775  -0.13200029E+02   0.16047894E-03  -0.95954105E-03   0.60580800E+00  -0.36222675E+01
  3776  -0.13202186E+02   0.16028227E-03  -0.95943861E-03   0.60522585E+00  -0.36228402E+01
  3777  -0.13204342E+02   0.16008571E-03  -0.95933626E-03   0.60464373E+00  -0.36234131E+01
  3778  -0.13206499E+02   0.15988924E-03  -0.95923401E-03   0.60406155E+00  -0.36239861E+01
  3779  -0.13208655E+02   0.15969288E-03  -0.95913185E-03   0.60347939E+00  -0.36245593E+01
  3780  -0.13210812E+02   0.15949662E-03  -0.95902978E-03   0.60289722E+00  -0.36251326E+01
  3781  -0.13212968E+02   0.15930046E-03  -0.95892781E-03   0.60231504E+00  -0.36257060E+01
  3782  -0.13215125E+02   0.15910440E-03  -0.95882593E-03   0.60173284E+00  -0.36262797E+01
  3783  -0.13217282E+02   0.15890844E-03  -0.95872415E-03   0.60115063E+00  -0.36268535E+01
  3784  -0.13219438E+02   0.15871258E-03  -0.95862246E-03   0.60056840E+00  -0.36274274E+01
  3785  -0.13221595E+02   0.15851682E-03  -0.95852086E-03   0.59998616E+00  -0.36280015E+01
  3786  -0.13223752E+02   0.15832117E-03  -0.95841935E-03   0.59940395E+00  -0.36285757E+01
  3787  -0.13225909E+02   0.15812562E-03  -0.95831794E-03   0.59882172E+00  -0.36291500E+01
  3788  -0.13228066E+02   0.15793016E-03  -0.95821662E-03   0.59823945E+00  -0.36297246E+01
  3789  -0.13230222E+02   0.15773481E-03  -0.95811539E-03   0.59765720E+00  -0.36302992E+01
  3790  -0.13232379E+02   0.15753956E-03  -0.95801425E-03   0.59707493E+00  -0.36308740E+01
  3791  -0.13234536E+02   0.15734441E-03  -0.95791321E-03   0.59649266E+00  -0.36314490E+01
  3792  -0.13236693E+02   0.15714936E-03  -0.95781226E-03   0.59591037E+00  -0.36320241E+01
  3793  -0.13238850E+02   0.15695441E-03  -0.95771141E-03   0.59532808E+00  -0.36325994E+01
  3794  -0.13241008E+02   0.15675956E-03  -0.95761064E-03   0.59474577E+00  -0.36331748E+01
  3795  -0.13243165E+02   0.15656481E-03  -0.95750997E-03   0.59416345E+00  -0.36337503E+01
  3796  -0.13245322E+02   0.15637016E-03  -0.95740939E-03   0.59358113E+00  -0.36343260E+01
  3797  -0.13247479E+02   0.15617561E-03  -0.95730890E-03   0.59299879E+00  -0.36349019E+01
  3798  -0.13249636E+02   0.15598117E-03  -0.95720851E-03   0.59241648E+00  -0.36354779E+01
  3799  -0.13251794E+02   0.15578682E-03  -0.95710820E-03   0.59183413E+00  -0.36360541E+01
  3800  -0.13253951E+02   0.15559257E-03  -0.95700799E-03   0.59125177E+00  -0.36366304E+01
  3801  -0.13256108E+02   0.15539843E-03  -0.95690787E-03   0.59066943E+00  -0.36372068E+01
  3802  -0.13258266E+02   0.15520438E-03  -0.95680784E-03   0.59008705E+00  -0.36377834E+01
  3803  -0.13260423E+02   0.15501044E-03  -0.95670791E-03   0.58950470E+00  -0.36383602E+01
  3804  -0.13262581E+02   0.15481659E-03  -0.95660807E-03   0.58892231E+00  -0.36389371E+01
  3805  -0.13264738E+02   0.15462285E-03  -0.95650831E-03   0.58833994E+00  -0.36395141E+01
  3806  -0.13266896E+02   0.15442920E-03  -0.95640865E-03   0.58775754E+00  -0.36400913E+01
  3807  -0.13269053E+02   0.15423566E-03  -0.95630908E-03   0.58717516E+00  -0.36406687E+01
  3808  -0.13271211E+02   0.15404221E-03  -0.95620961E-03   0.58659274E+00  -0.36412462E+01
  3809  -0.13273369E+02   0.15384887E-03  -0.95611022E-03   0.58601035E+00  -0.36418238E+01
  3810  -0.13275526E+02   0.15365563E-03  -0.95601092E-03   0.58542795E+00  -0.36424016E+01
  3811  -0.13277684E+02   0.15346248E-03  -0.95591172E-03   0.58484551E+00  -0.36429796E+01
  3812  -0.13279842E+02   0.15326944E-03  -0.95581261E-03   0.58426311E+00  -0.36435577E+01
  3813  -0.13282000E+02   0.15307649E-03  -0.95571359E-03   0.58368066E+00  -0.36441359E+01
  3814  -0.13284157E+02   0.15288365E-03  -0.95561466E-03   0.58309824E+00  -0.36447143E+01
  3815  -0.13286315E+02   0.15269091E-03  -0.95551582E-03   0.58251582E+00  -0.36452929E+01
  3816  -0.13288473E+02   0.15249826E-03  -0.95541707E-03   0.58193336E+00  -0.36458715E+01
  3817  -0.13290631E+02   0.15230572E-03  -0.95531841E-03   0.58135093E+00  -0.36464504E+01
  3818  -0.13292789E+02   0.15211327E-03  -0.95521984E-03   0.58076846E+00  -0.36470293E+01
  3819  -0.13294947E+02   0.15192093E-03  -0.95512137E-03   0.58018603E+00  -0.36476085E+01
  3820  -0.13297105E+02   0.15172868E-03  -0.95502298E-03   0.57960356E+00  -0.36481878E+01
  3821  -0.13299264E+02   0.15153653E-03  -0.95492469E-03   0.57902108E+00  -0.36487672E+01
  3822  -0.13301422E+02   0.15134449E-03  -0.95482648E-03   0.57843864E+00  -0.36493468E+01
  3823  -0.13303580E+02   0.15115254E-03  -0.95472837E-03   0.57785616E+00  -0.36499266E+01
  3824  -0.13305738E+02   0.15096069E-03  -0.95463034E-03   0.57727368E+00  -0.36505064E+01
  3825  -0.13307896E+02   0.15076895E-03  -0.95453241E-03   0.57669123E+00  -0.36510865E+01
  3826  -0.13310055E+02   0.15057730E-03  -0.95443457E-03   0.57610875E+00  -0.36516667E+01
  3827  -0.13312213E+02   0.15038575E-03  -0.95433681E-03   0.57552627E+00  -0.36522470E+01
  3828  -0.13314372E+02   0.15019430E-03  -0.95423915E-03   0.57494378E+00  -0.36528275E+01
  3829  -0.13316530E+02   0.15000295E-03  -0.95414157E-03   0.57436130E+00  -0.36534081E+01
  3830  -0.13318689E+02   0.14981170E-03  -0.95404409E-03   0.57377881E+00  -0.36539889E+01
  3831  -0.13320847E+02   0.14962054E-03  -0.95394670E-03   0.57319629E+00  -0.36545698E+01
  3832  -0.13323006E+02   0.14942949E-03  -0.95384939E-03   0.57261381E+00  -0.36551509E+01
  3833  -0.13325164E+02   0.14923854E-03  -0.95375218E-03   0.57203132E+00  -0.36557321E+01
  3834  -0.13327323E+02   0.14904768E-03  -0.95365505E-03   0.57144881E+00  -0.36563135E+01
  3835  -0.13329482E+02   0.14885693E-03  -0.95355802E-03   0.57086633E+00  -0.36568950E+01
  3836  -0.13331640E+02   0.14866627E-03  -0.95346107E-03   0.57028381E+00  -0.36574767E+01
  3837  -0.13333799E+02   0.14847572E-03  -0.95336422E-03   0.56970134E+00  -0.36580585E+01
  3838  -0.13335958E+02   0.14828526E-03  -0.95326745E-03   0.56911883E+00  -0.36586405E+01
  3839  -0.13338117E+02   0.14809490E-03  -0.95317077E-03   0.56853632E+00  -0.36592226E+01
  3840  -0.13340276E+02   0.14790464E-03  -0.95307418E-03   0.56795382E+00  -0.36598049E+01
  3841  -0.13342435E+02   0.14771448E-03  -0.95297768E-03   0.56737132E+00  -0.36603873E+01
  3842  -0.13344594E+02   0.14752441E-03  -0.95288127E-03   0.56678878E+00  -0.36609698E+01
  3843  -0.13346753E+02   0.14733445E-03  -0.95278495E-03   0.56620629E+00  -0.36615526E+01
  3844  -0.13348912E+02   0.14714459E-03  -0.95268872E-03   0.56562380E+00  -0.36621354E+01
  3845  -0.13351071E+02   0.14695482E-03  -0.95259258E-03   0.56504128E+00  -0.36627185E+01
  3846  -0.13353230E+02   0.14676515E-03  -0.95249652E-03   0.56445877E+00  -0.36633016E+01
  3847  -0.13355389E+02   0.14657558E-03  -0.95240056E-03   0.56387626E+00  -0.36638850E+01
  3848  -0.13357548E+02   0.14638611E-03  -0.95230468E-03   0.56329375E+00  -0.36644684E+01
  3849  -0.13359708E+02   0.14619674E-03  -0.95220889E-03   0.56271125E+00  -0.36650520E+01
  3850  -0.13361867E+02   0.14600747E-03  -0.95211319E-03   0.56212876E+00  -0.36656358E+01
  3851  -0.13364026E+02   0.14581829E-03  -0.95201758E-03   0.56154623E+00  -0.36662197E+01
  3852  -0.13366186E+02   0.14562922E-03  -0.95192205E-03   0.56096376E+00  -0.36668037E+01
  3853  -0.13368345E+02   0.14544024E-03  -0.95182662E-03   0.56038124E+00  -0.36673880E+01
  3854  -0.13370504E+02   0.14525136E-03  -0.95173127E-03   0.55979874E+00  -0.36679723E+01
  3855  -0.13372664E+02   0.14506258E-03  -0.95163601E-03   0.55921625E+00  -0.36685568E+01
  3856  -0.13374823E+02   0.14487390E-03  -0.95154084E-03   0.55863376E+00  -0.36691415E+01
  3857  -0.13376983E+02   0.14468531E-03  -0.95144576E-03   0.55805124E+00  -0.36697263E+01
  3858  -0.13379143E+02   0.14449682E-03  -0.95135077E-03   0.55746873E+00  -0.36703113E+01
  3859  -0.13381302E+02   0.14430844E-03  -0.95125586E-03   0.55688627E+00  -0.36708964E+01
  3860  -0.13383462E+02   0.14412015E-03  -0.95116104E-03   0.55630378E+00  -0.36714816E+01
  3861  -0.13385622E+02   0.14393196E-03  -0.95106631E-03   0.55572130E+00  -0.36720670E+01
  3862  -0.13387781E+02   0.14374386E-03  -0.95097167E-03   0.55513879E+00  -0.36726526E+01
  3863  -0.13389941E+02   0.14355587E-03  -0.95087711E-03   0.55455633E+00  -0.36732383E+01
  3864  -0.13392101E+02   0.14336797E-03  -0.95078264E-03   0.55397384E+00  -0.36738241E+01
  3865  -0.13394261E+02   0.14318017E-03  -0.95068826E-03   0.55339136E+00  -0.36744101E+01
  3866  -0.13396421E+02   0.14299247E-03  -0.95059397E-03   0.55280889E+00  -0.36749963E+01
  3867  -0.13398581E+02   0.14280486E-03  -0.95049976E-03   0.55222639E+00  -0.36755826E+01
  3868  -0.13400741E+02   0.14261736E-03  -0.95040564E-03   0.55164395E+00  -0.36761690E+01
  3869  -0.13402901E+02   0.14242995E-03  -0.95031161E-03   0.55106148E+00  -0.36767556E+01
  3870  -0.13405061E+02   0.14224264E-03  -0.95021767E-03   0.55047902E+00  -0.36773424E+01
  3871  -0.13407221E+02   0.14205543E-03  -0.95012381E-03   0.54989657E+00  -0.36779293E+01
  3872  -0.13409382E+02   0.14186831E-03  -0.95003004E-03   0.54931410E+00  -0.36785163E+01
  3873  -0.13411542E+02   0.14168130E-03  -0.94993635E-03   0.54873167E+00  -0.36791035E+01
  3874  -0.13413702E+02   0.14149438E-03  -0.94984276E-03   0.54814923E+00  -0.36796909E+01
  3875  -0.13415862E+02   0.14130756E-03  -0.94974925E-03   0.54756680E+00  -0.36802783E+01
  3876  -0.13418023E+02   0.14112083E-03  -0.94965583E-03   0.54698434E+00  -0.36808660E+01
  3877  -0.13420183E+02   0.14093421E-03  -0.94956249E-03   0.54640193E+00  -0.36814538E+01
  3878  -0.13422344E+02   0.14074768E-03  -0.94946924E-03   0.54581950E+00  -0.36820417E+01
  3879  -0.13424504E+02   0.14056124E-03  -0.94937608E-03   0.54523705E+00  -0.36826298E+01
  3880  -0.13426665E+02   0.14037491E-03  -0.94928300E-03   0.54465465E+00  -0.36832180E+01
  3881  -0.13428825E+02   0.14018867E-03  -0.94919001E-03   0.54407223E+00  -0.36838064E+01
  3882  -0.13430986E+02   0.14000253E-03  -0.94909710E-03   0.54348982E+00  -0.36843949E+01
  3883  -0.13433146E+02   0.13981649E-03  -0.94900429E-03   0.54290743E+00  -0.36849837E+01
  3884  -0.13435307E+02   0.13963055E-03  -0.94891156E-03   0.54232506E+00  -0.36855725E+01
  3885  -0.13437468E+02   0.13944470E-03  -0.94881891E-03   0.54174266E+00  -0.36861615E+01
  3886  -0.13439629E+02   0.13925895E-03  -0.94872635E-03   0.54116028E+00  -0.36867506E+01
  3887  -0.13441789E+02   0.13907330E-03  -0.94863388E-03   0.54057792E+00  -0.36873399E+01
  3888  -0.13443950E+02   0.13888774E-03  -0.94854149E-03   0.53999553E+00  -0.36879293E+01
  3889  -0.13446111E+02   0.13870228E-03  -0.94844919E-03   0.53941317E+00  -0.36885189E+01
  3890  -0.13448272E+02   0.13851692E-03  -0.94835697E-03   0.53883082E+00  -0.36891086E+01
  3891  -0.13450433E+02   0.13833166E-03  -0.94826484E-03   0.53824849E+00  -0.36896985E+01
  3892  -0.13452594E+02   0.13814649E-03  -0.94817280E-03   0.53766614E+00  -0.36902885E+01
  3893  -0.13454755E+02   0.13796142E-03  -0.94808084E-03   0.53708381E+00  -0.36908787E+01
  3894  -0.13456916E+02   0.13777644E-03  -0.94798897E-03   0.53650146E+00  -0.36914690E+01
  3895  -0.13459077E+02   0.13759157E-03  -0.94789718E-03   0.53591917E+00  -0.36920595E+01
  3896  -0.13461239E+02   0.13740679E-03  -0.94780548E-03   0.53533685E+00  -0.36926502E+01
  3897  -0.13463400E+02   0.13722210E-03  -0.94771386E-03   0.53475452E+00  -0.36932409E+01
  3898  -0.13465561E+02   0.13703752E-03  -0.94762233E-03   0.53417225E+00  -0.36938318E+01
  3899  -0.13467722E+02   0.13685303E-03  -0.94753088E-03   0.53358996E+00  -0.36944229E+01
  3900  -0.13469884E+02   0.13666863E-03  -0.94743952E-03   0.53300766E+00  -0.36950141E+01
  3901  -0.13472045E+02   0.13648434E-03  -0.94734824E-03   0.53242541E+00  -0.36956055E+01
  3902  -0.13474207E+02   0.13630014E-03  -0.94725705E-03   0.53184315E+00  -0.36961970E+01
  3903  -0.13476368E+02   0.13611603E-03  -0.94716594E-03   0.53126087E+00  -0.36967887E+01
  3904  -0.13478530E+02   0.13593203E-03  -0.94707492E-03   0.53067865E+00  -0.36973805E+01
  3905  -0.13480691E+02   0.13574812E-03  -0.94698399E-03   0.53009641E+00  -0.36979725E+01
  3906  -0.13482853E+02   0.13556430E-03  -0.94689313E-03   0.52951416E+00  -0.36985646E+01
  3907  -0.13485014E+02   0.13538059E-03  -0.94680237E-03   0.52893197E+00  -0.36991569E+01
  3908  -0.13487176E+02   0.13519697E-03  -0.94671168E-03   0.52834976E+00  -0.36997492E+01
  3909  -0.13489338E+02   0.13501344E-03  -0.94662109E-03   0.52776754E+00  -0.37003418E+01
  3910  -0.13491500E+02   0.13483001E-03  -0.94653057E-03   0.52718534E+00  -0.37009345E+01
  3911  -0.13493661E+02   0.13464668E-03  -0.94644014E-03   0.52660317E+00  -0.37015274E+01
  3912  -0.13495823E+02   0.13446345E-03  -0.94634980E-03   0.52602102E+00  -0.37021204E+01
  3913  -0.13497985E+02   0.13428031E-03  -0.94625954E-03   0.52543885E+00  -0.37027136E+01
  3914  -0.13500147E+02   0.13409727E-03  -0.94616936E-03   0.52485671E+00  -0.37033069E+01
  3915  -0.13502309E+02   0.13391432E-03  -0.94607927E-03   0.52427456E+00  -0.37039003E+01
  3916  -0.13504471E+02   0.13373147E-03  -0.94598926E-03   0.52369244E+00  -0.37044939E+01
  3917  -0.13506633E+02   0.13354871E-03  -0.94589934E-03   0.52311030E+00  -0.37050877E+01
  3918  -0.13508795E+02   0.13336605E-03  -0.94580950E-03   0.52252818E+00  -0.37056816E+01
  3919  -0.13510958E+02   0.13318349E-03  -0.94571974E-03   0.52194610E+00  -0.37062757E+01
  3920  -0.13513120E+02   0.13300103E-03  -0.94563007E-03   0.52136404E+00  -0.37068699E+01
  3921  -0.13515282E+02   0.13281865E-03  -0.94554048E-03   0.52078193E+00  -0.37074642E+01
  3922  -0.13517444E+02   0.13263638E-03  -0.94545097E-03   0.52019988E+00  -0.37080587E+01
  3923  -0.13519607E+02   0.13245420E-03  -0.94536155E-03   0.51961783E+00  -0.37086534E+01
  3924  -0.13521769E+02   0.13227212E-03  -0.94527221E-03   0.51903580E+00  -0.37092482E+01
  3925  -0.13523931E+02   0.13209013E-03  -0.94518296E-03   0.51845376E+00  -0.37098431E+01
  3926  -0.13526094E+02   0.13190824E-03  -0.94509379E-03   0.51787175E+00  -0.37104382E+01
  3927  -0.13528256E+02   0.13172644E-03  -0.94500470E-03   0.51728973E+00  -0.37110335E+01
  3928  -0.13530419E+02   0.13154474E-03  -0.94491570E-03   0.51670774E+00  -0.37116289E+01
  3929  -0.13532581E+02   0.13136314E-03  -0.94482678E-03   0.51612578E+00  -0.37122244E+01
  3930  -0.13534744E+02   0.13118163E-03  -0.94473794E-03   0.51554381E+00  -0.37128201E+01
  3931  -0.13536907E+02   0.13100022E-03  -0.94464918E-03   0.51496186E+00  -0.37134159E+01
  3932  -0.13539070E+02   0.13081890E-03  -0.94456051E-03   0.51437991E+00  -0.37140119E+01
  3933  -0.13541232E+02   0.13063768E-03  -0.94447192E-03   0.51379800E+00  -0.37146081E+01
  3934  -0.13543395E+02   0.13045655E-03  -0.94438342E-03   0.51321607E+00  -0.37152044E+01
  3935  -0.13545558E+02   0.13027552E-03  -0.94429500E-03   0.51263417E+00  -0.37158008E+01
  3936  -0.13547721E+02   0.13009458E-03  -0.94420666E-03   0.51205227E+00  -0.37163974E+01
  3937  -0.13549884E+02   0.12991374E-03  -0.94411840E-03   0.51147039E+00  -0.37169941E+01
  3938  -0.13552047E+02   0.12973300E-03  -0.94403022E-03   0.51088855E+00  -0.37175910E+01
  3939  -0.13554210E+02   0.12955235E-03  -0.94394213E-03   0.51030671E+00  -0.37181881E+01
  3940  -0.13556373E+02   0.12937179E-03  -0.94385412E-03   0.50972485E+00  -0.37187852E+01
  3941  -0.13558536E+02   0.12919134E-03  -0.94376619E-03   0.50914307E+00  -0.37193826E+01
  3942  -0.13560699E+02   0.12901097E-03  -0.94367835E-03   0.50856124E+00  -0.37199801E+01
  3943  -0.13562862E+02   0.12883070E-03  -0.94359059E-03   0.50797945E+00  -0.37205777E+01
  3944  -0.13565026E+02   0.12865053E-03  -0.94350291E-03   0.50739769E+00  -0.37211755E+01
  3945  -0.13567189E+02   0.12847045E-03  -0.94341531E-03   0.50681593E+00  -0.37217734E+01
  3946  -0.13569352E+02   0.12829047E-03  -0.94332779E-03   0.50623419E+00  -0.37223715E+01
  3947  -0.13571515E+02   0.12811058E-03  -0.94324036E-03   0.50565246E+00  -0.37229697E+01
  3948  -0.13573679E+02   0.12793078E-03  -0.94315301E-03   0.50507072E+00  -0.37235681E+01
  3949  -0.13575842E+02   0.12775108E-03  -0.94306574E-03   0.50448901E+00  -0.37241666E+01
  3950  -0.13578006E+02   0.12757148E-03  -0.94297855E-03   0.50390735E+00  -0.37247653E+01
  3951  -0.13580169E+02   0.12739197E-03  -0.94289145E-03   0.50332567E+00  -0.37253641E+01
