     n         h                l                k               nl               nk
  1341  -0.77338121E+01   0.11002088E-02  -0.18732981E-02   0.14753800E+01  -0.25120928E+01
  1342  -0.77364629E+01   0.10994854E-02  -0.18722827E-02   0.14755094E+01  -0.25126034E+01
  1343  -0.77391128E+01   0.10987626E-02  -0.18712686E-02   0.14756382E+01  -0.25131137E+01
  1344  -0.77417617E+01   0.10980403E-02  -0.18702557E-02   0.14757662E+01  -0.25136237E+01
  1345  -0.77444097E+01   0.10973186E-02  -0.18692441E-02   0.14758935E+01  -0.25141333E+01
  1346  -0.77470568E+01   0.10965975E-02  -0.18682337E-02   0.14760202E+01  -0.25146426E+01
  1347  -0.77497030E+01   0.10958769E-02  -0.18672245E-02   0.14761462E+01  -0.25151514E+01
  1348  -0.77523483E+01   0.10951568E-02  -0.18662166E-02   0.14762714E+01  -0.25156600E+01
  1349  -0.77549926E+01   0.10944373E-02  -0.18652099E-02   0.14763959E+01  -0.25161682E+01
  1350  -0.77576361E+01   0.10937184E-02  -0.18642044E-02   0.14765198E+01  -0.25166759E+01
  1351  -0.77602786E+01   0.10930000E-02  -0.18632001E-02   0.14766430E+01  -0.25171833E+01
  1352  -0.77629202E+01   0.10922822E-02  -0.18621971E-02   0.14767655E+01  -0.25176905E+01
  1353  -0.77655609E+01   0.10915649E-02  -0.18611953E-02   0.14768873E+01  -0.25181972E+01
  1354  -0.77682007E+01   0.10908481E-02  -0.18601947E-02   0.14770083E+01  -0.25187036E+01
  1355  -0.77708396E+01   0.10901319E-02  -0.18591953E-02   0.14771287E+01  -0.25192096E+01
  1356  -0.77734776E+01   0.10894163E-02  -0.18581971E-02   0.14772485E+01  -0.25197153E+01
  1357  -0.77761147E+01   0.10887011E-02  -0.18572002E-02   0.14773674E+01  -0.25202207E+01
  1358  -0.77787509E+01   0.10879866E-02  -0.18562044E-02   0.14774858E+01  -0.25207256E+01
  1359  -0.77813862E+01   0.10872726E-02  -0.18552099E-02   0.14776035E+01  -0.25212303E+01
  1360  -0.77840206E+01   0.10865591E-02  -0.18542166E-02   0.14777204E+01  -0.25217346E+01
  1361  -0.77866541E+01   0.10858461E-02  -0.18532244E-02   0.14778365E+01  -0.25222384E+01
  1362  -0.77892867E+01   0.10851338E-02  -0.18522335E-02   0.14779522E+01  -0.25227420E+01
  1363  -0.77919184E+01   0.10844219E-02  -0.18512438E-02   0.14780670E+01  -0.25232453E+01
  1364  -0.77945492E+01   0.10837106E-02  -0.18502552E-02   0.14781813E+01  -0.25237481E+01
  1365  -0.77971791E+01   0.10829998E-02  -0.18492679E-02   0.14782947E+01  -0.25242507E+01
  1366  -0.77998082E+01   0.10822896E-02  -0.18482817E-02   0.14784076E+01  -0.25247528E+01
  1367  -0.78024363E+01   0.10815799E-02  -0.18472968E-02   0.14785197E+01  -0.25252547E+01
  1368  -0.78050636E+01   0.10808708E-02  -0.18463130E-02   0.14786313E+01  -0.25257562E+01
  1369  -0.78076900E+01   0.10801621E-02  -0.18453305E-02   0.14787419E+01  -0.25262575E+01
  1370  -0.78103155E+01   0.10794541E-02  -0.18443491E-02   0.14788521E+01  -0.25267583E+01
  1371  -0.78129401E+01   0.10787465E-02  -0.18433689E-02   0.14789615E+01  -0.25272588E+01
  1372  -0.78155639E+01   0.10780395E-02  -0.18423898E-02   0.14790702E+01  -0.25277588E+01
  1373  -0.78181868E+01   0.10773330E-02  -0.18414120E-02   0.14791782E+01  -0.25282587E+01
  1374  -0.78208088E+01   0.10766271E-02  -0.18404353E-02   0.14792856E+01  -0.25287581E+01
  1375  -0.78234299E+01   0.10759217E-02  -0.18394599E-02   0.14793923E+01  -0.25292574E+01
  1376  -0.78260502E+01   0.10752168E-02  -0.18384855E-02   0.14794983E+01  -0.25297560E+01
  1377  -0.78286696E+01   0.10745125E-02  -0.18375124E-02   0.14796037E+01  -0.25302546E+01
  1378  -0.78312881E+01   0.10738087E-02  -0.18365404E-02   0.14797084E+01  -0.25307527E+01
  1379  -0.78339058E+01   0.10731054E-02  -0.18355696E-02   0.14798123E+01  -0.25312505E+01
  1380  -0.78365226E+01   0.10724026E-02  -0.18346000E-02   0.14799156E+01  -0.25317480E+01
  1381  -0.78391385E+01   0.10717004E-02  -0.18336315E-02   0.14800183E+01  -0.25322451E+01
  1382  -0.78417536E+01   0.10709987E-02  -0.18326642E-02   0.14801202E+01  -0.25327419E+01
  1383  -0.78443678E+01   0.10702975E-02  -0.18316981E-02   0.14802214E+01  -0.25332385E+01
  1384  -0.78469812E+01   0.10695969E-02  -0.18307331E-02   0.14803221E+01  -0.25337346E+01
  1385  -0.78495937E+01   0.10688968E-02  -0.18297692E-02   0.14804221E+01  -0.25342303E+01
  1386  -0.78522053E+01   0.10681972E-02  -0.18288066E-02   0.14805213E+01  -0.25347259E+01
  1387  -0.78548161E+01   0.10674981E-02  -0.18278450E-02   0.14806199E+01  -0.25352210E+01
  1388  -0.78574261E+01   0.10667996E-02  -0.18268847E-02   0.14807178E+01  -0.25357160E+01
  1389  -0.78600352E+01   0.10661016E-02  -0.18259254E-02   0.14808151E+01  -0.25362104E+01
  1390  -0.78626434E+01   0.10654041E-02  -0.18249674E-02   0.14809117E+01  -0.25367047E+01
  1391  -0.78652508E+01   0.10647071E-02  -0.18240104E-02   0.14810076E+01  -0.25371985E+01
  1392  -0.78678574E+01   0.10640107E-02  -0.18230546E-02   0.14811029E+01  -0.25376920E+01
  1393  -0.78704631E+01   0.10633148E-02  -0.18221000E-02   0.14811975E+01  -0.25381853E+01
  1394  -0.78730680E+01   0.10626194E-02  -0.18211465E-02   0.14812914E+01  -0.25386782E+01
  1395  -0.78756720E+01   0.10619245E-02  -0.18201941E-02   0.14813847E+01  -0.25391708E+01
  1396  -0.78782752E+01   0.10612301E-02  -0.18192429E-02   0.14814772E+01  -0.25396631E+01
  1397  -0.78808776E+01   0.10605363E-02  -0.18182928E-02   0.14815692E+01  -0.25401550E+01
  1398  -0.78834791E+01   0.10598430E-02  -0.18173438E-02   0.14816605E+01  -0.25406466E+01
  1399  -0.78860798E+01   0.10591501E-02  -0.18163960E-02   0.14817510E+01  -0.25411380E+01
  1400  -0.78886796E+01   0.10584579E-02  -0.18154493E-02   0.14818411E+01  -0.25416290E+01
  1401  -0.78912786E+01   0.10577661E-02  -0.18145037E-02   0.14819303E+01  -0.25421197E+01
  1402  -0.78938768E+01   0.10570748E-02  -0.18135593E-02   0.14820189E+01  -0.25426101E+01
  1403  -0.78964742E+01   0.10563841E-02  -0.18126159E-02   0.14821069E+01  -0.25431001E+01
  1404  -0.78990707E+01   0.10556938E-02  -0.18116737E-02   0.14821941E+01  -0.25435899E+01
  1405  -0.79016665E+01   0.10550041E-02  -0.18107326E-02   0.14822808E+01  -0.25440793E+01
  1406  -0.79042614E+01   0.10543149E-02  -0.18097927E-02   0.14823667E+01  -0.25445685E+01
  1407  -0.79068554E+01   0.10536262E-02  -0.18088538E-02   0.14824521E+01  -0.25450573E+01
  1408  -0.79094487E+01   0.10529380E-02  -0.18079161E-02   0.14825367E+01  -0.25455459E+01
  1409  -0.79120411E+01   0.10522504E-02  -0.18069794E-02   0.14826208E+01  -0.25460340E+01
  1410  -0.79146327E+01   0.10515632E-02  -0.18060439E-02   0.14827041E+01  -0.25465219E+01
  1411  -0.79172235E+01   0.10508765E-02  -0.18051095E-02   0.14827867E+01  -0.25470095E+01
  1412  -0.79198135E+01   0.10501904E-02  -0.18041762E-02   0.14828688E+01  -0.25474968E+01
  1413  -0.79224027E+01   0.10495048E-02  -0.18032440E-02   0.14829503E+01  -0.25479838E+01
  1414  -0.79249911E+01   0.10488196E-02  -0.18023129E-02   0.14830309E+01  -0.25484704E+01
  1415  -0.79275786E+01   0.10481350E-02  -0.18013829E-02   0.14831110E+01  -0.25489568E+01
  1416  -0.79301654E+01   0.10474509E-02  -0.18004541E-02   0.14831905E+01  -0.25494430E+01
  1417  -0.79327513E+01   0.10467673E-02  -0.17995263E-02   0.14832693E+01  -0.25499288E+01
  1418  -0.79353364E+01   0.10460842E-02  -0.17985996E-02   0.14833474E+01  -0.25504142E+01
  1419  -0.79379208E+01   0.10454016E-02  -0.17976740E-02   0.14834249E+01  -0.25508994E+01
  1420  -0.79405043E+01   0.10447195E-02  -0.17967495E-02   0.14835017E+01  -0.25513843E+01
  1421  -0.79430870E+01   0.10440379E-02  -0.17958260E-02   0.14835779E+01  -0.25518687E+01
  1422  -0.79456690E+01   0.10433568E-02  -0.17949037E-02   0.14836534E+01  -0.25523531E+01
  1423  -0.79482501E+01   0.10426762E-02  -0.17939825E-02   0.14837282E+01  -0.25528371E+01
  1424  -0.79508304E+01   0.10419961E-02  -0.17930623E-02   0.14838024E+01  -0.25533207E+01
  1425  -0.79534100E+01   0.10413165E-02  -0.17921432E-02   0.14838760E+01  -0.25538041E+01
  1426  -0.79559887E+01   0.10406374E-02  -0.17912253E-02   0.14839489E+01  -0.25542873E+01
  1427  -0.79585667E+01   0.10399588E-02  -0.17903084E-02   0.14840212E+01  -0.25547701E+01
  1428  -0.79611438E+01   0.10392807E-02  -0.17893925E-02   0.14840928E+01  -0.25552525E+01
  1429  -0.79637202E+01   0.10386031E-02  -0.17884778E-02   0.14841638E+01  -0.25557348E+01
  1430  -0.79662958E+01   0.10379260E-02  -0.17875641E-02   0.14842342E+01  -0.25562167E+01
  1431  -0.79688706E+01   0.10372494E-02  -0.17866515E-02   0.14843039E+01  -0.25566983E+01
  1432  -0.79714446E+01   0.10365733E-02  -0.17857400E-02   0.14843730E+01  -0.25571797E+01
  1433  -0.79740179E+01   0.10358977E-02  -0.17848295E-02   0.14844414E+01  -0.25576607E+01
  1434  -0.79765903E+01   0.10352226E-02  -0.17839201E-02   0.14845092E+01  -0.25581414E+01
  1435  -0.79791620E+01   0.10345480E-02  -0.17830118E-02   0.14845764E+01  -0.25586219E+01
  1436  -0.79817329E+01   0.10338739E-02  -0.17821045E-02   0.14846429E+01  -0.25591021E+01
  1437  -0.79843030E+01   0.10332002E-02  -0.17811983E-02   0.14847087E+01  -0.25595820E+01
  1438  -0.79868723E+01   0.10325271E-02  -0.17802932E-02   0.14847740E+01  -0.25600616E+01
  1439  -0.79894409E+01   0.10318545E-02  -0.17793891E-02   0.14848386E+01  -0.25605409E+01
  1440  -0.79920087E+01   0.10311823E-02  -0.17784861E-02   0.14849025E+01  -0.25610200E+01
  1441  -0.79945757E+01   0.10305106E-02  -0.17775842E-02   0.14849658E+01  -0.25614988E+01
  1442  -0.79971419E+01   0.10298395E-02  -0.17766833E-02   0.14850286E+01  -0.25619773E+01
  1443  -0.79997074E+01   0.10291688E-02  -0.17757834E-02   0.14850906E+01  -0.25624554E+01
  1444  -0.80022721E+01   0.10284986E-02  -0.17748846E-02   0.14851520E+01  -0.25629334E+01
  1445  -0.80048361E+01   0.10278289E-02  -0.17739869E-02   0.14852128E+01  -0.25634111E+01
  1446  -0.80073993E+01   0.10271596E-02  -0.17730902E-02   0.14852728E+01  -0.25638884E+01
  1447  -0.80099617E+01   0.10264909E-02  -0.17721945E-02   0.14853323E+01  -0.25643654E+01
  1448  -0.80125233E+01   0.10258226E-02  -0.17712999E-02   0.14853911E+01  -0.25648423E+01
  1449  -0.80150842E+01   0.10251549E-02  -0.17704063E-02   0.14854495E+01  -0.25653187E+01
  1450  -0.80176444E+01   0.10244876E-02  -0.17695138E-02   0.14855070E+01  -0.25657950E+01
  1451  -0.80202037E+01   0.10238208E-02  -0.17686223E-02   0.14855640E+01  -0.25662710E+01
  1452  -0.80227624E+01   0.10231545E-02  -0.17677319E-02   0.14856203E+01  -0.25667467E+01
  1453  -0.80253202E+01   0.10224887E-02  -0.17668425E-02   0.14856761E+01  -0.25672222E+01
  1454  -0.80278773E+01   0.10218233E-02  -0.17659541E-02   0.14857311E+01  -0.25676973E+01
  1455  -0.80304337E+01   0.10211585E-02  -0.17650668E-02   0.14857856E+01  -0.25681722E+01
  1456  -0.80329893E+01   0.10204941E-02  -0.17641804E-02   0.14858394E+01  -0.25686467E+01
  1457  -0.80355442E+01   0.10198302E-02  -0.17632952E-02   0.14858926E+01  -0.25691211E+01
  1458  -0.80380983E+01   0.10191667E-02  -0.17624109E-02   0.14859450E+01  -0.25695951E+01
  1459  -0.80406516E+01   0.10185038E-02  -0.17615277E-02   0.14859970E+01  -0.25700689E+01
  1460  -0.80432042E+01   0.10178413E-02  -0.17606455E-02   0.14860483E+01  -0.25705424E+01
  1461  -0.80457561E+01   0.10171794E-02  -0.17597643E-02   0.14860991E+01  -0.25710156E+01
  1462  -0.80483072E+01   0.10165179E-02  -0.17588842E-02   0.14861492E+01  -0.25714887E+01
  1463  -0.80508576E+01   0.10158568E-02  -0.17580050E-02   0.14861985E+01  -0.25719613E+01
  1464  -0.80534073E+01   0.10151963E-02  -0.17571269E-02   0.14862474E+01  -0.25724338E+01
  1465  -0.80559562E+01   0.10145362E-02  -0.17562498E-02   0.14862955E+01  -0.25729060E+01
  1466  -0.80585043E+01   0.10138766E-02  -0.17553737E-02   0.14863431E+01  -0.25733778E+01
  1467  -0.80610518E+01   0.10132175E-02  -0.17544987E-02   0.14863901E+01  -0.25738496E+01
  1468  -0.80635985E+01   0.10125588E-02  -0.17536246E-02   0.14864363E+01  -0.25743209E+01
  1469  -0.80661444E+01   0.10119006E-02  -0.17527516E-02   0.14864820E+01  -0.25747921E+01
  1470  -0.80686897E+01   0.10112429E-02  -0.17518796E-02   0.14865271E+01  -0.25752630E+01
  1471  -0.80712342E+01   0.10105857E-02  -0.17510085E-02   0.14865716E+01  -0.25757335E+01
  1472  -0.80737779E+01   0.10099289E-02  -0.17501385E-02   0.14866153E+01  -0.25762039E+01
  1473  -0.80763210E+01   0.10092726E-02  -0.17492695E-02   0.14866585E+01  -0.25766740E+01
  1474  -0.80788633E+01   0.10086168E-02  -0.17484015E-02   0.14867012E+01  -0.25771438E+01
  1475  -0.80814049E+01   0.10079615E-02  -0.17475345E-02   0.14867432E+01  -0.25776134E+01
  1476  -0.80839457E+01   0.10073066E-02  -0.17466685E-02   0.14867845E+01  -0.25780827E+01
  1477  -0.80864859E+01   0.10066522E-02  -0.17458034E-02   0.14868253E+01  -0.25785516E+01
  1478  -0.80890253E+01   0.10059982E-02  -0.17449394E-02   0.14868653E+01  -0.25790204E+01
  1479  -0.80915640E+01   0.10053447E-02  -0.17440764E-02   0.14869048E+01  -0.25794890E+01
  1480  -0.80941020E+01   0.10046917E-02  -0.17432144E-02   0.14869437E+01  -0.25799573E+01
  1481  -0.80966392E+01   0.10040392E-02  -0.17423533E-02   0.14869821E+01  -0.25804252E+01
  1482  -0.80991758E+01   0.10033871E-02  -0.17414933E-02   0.14870197E+01  -0.25808931E+01
  1483  -0.81017116E+01   0.10027355E-02  -0.17406342E-02   0.14870567E+01  -0.25813605E+01
  1484  -0.81042467E+01   0.10020843E-02  -0.17397762E-02   0.14870931E+01  -0.25818279E+01
  1485  -0.81067811E+01   0.10014337E-02  -0.17389191E-02   0.14871290E+01  -0.25822949E+01
  1486  -0.81093148E+01   0.10007834E-02  -0.17380630E-02   0.14871641E+01  -0.25827616E+01
  1487  -0.81118477E+01   0.10001337E-02  -0.17372079E-02   0.14871988E+01  -0.25832281E+01
  1488  -0.81143800E+01   0.99948439E-03  -0.17363537E-02   0.14872328E+01  -0.25836943E+01
  1489  -0.81169116E+01   0.99883556E-03  -0.17355006E-02   0.14872661E+01  -0.25841604E+01
  1490  -0.81194424E+01   0.99818719E-03  -0.17346484E-02   0.14872989E+01  -0.25846261E+01
  1491  -0.81219726E+01   0.99753927E-03  -0.17337972E-02   0.14873311E+01  -0.25850916E+01
  1492  -0.81245020E+01   0.99689182E-03  -0.17329470E-02   0.14873626E+01  -0.25855569E+01
  1493  -0.81270307E+01   0.99624483E-03  -0.17320977E-02   0.14873935E+01  -0.25860219E+01
  1494  -0.81295588E+01   0.99559830E-03  -0.17312494E-02   0.14874239E+01  -0.25864866E+01
  1495  -0.81320861E+01   0.99495223E-03  -0.17304021E-02   0.14874536E+01  -0.25869511E+01
  1496  -0.81346127E+01   0.99430661E-03  -0.17295558E-02   0.14874827E+01  -0.25874155E+01
  1497  -0.81371387E+01   0.99366145E-03  -0.17287104E-02   0.14875112E+01  -0.25878795E+01
  1498  -0.81396639E+01   0.99301675E-03  -0.17278660E-02   0.14875391E+01  -0.25883433E+01
  1499  -0.81421885E+01   0.99237250E-03  -0.17270226E-02   0.14875664E+01  -0.25888069E+01
  1500  -0.81447123E+01   0.99172871E-03  -0.17261801E-02   0.14875931E+01  -0.25892701E+01
  1501  -0.81472355E+01   0.99108538E-03  -0.17253386E-02   0.14876192E+01  -0.25897332E+01
  1502  -0.81497579E+01   0.99044250E-03  -0.17244980E-02   0.14876446E+01  -0.25901960E+01
  1503  -0.81522797E+01   0.98980007E-03  -0.17236584E-02   0.14876695E+01  -0.25906586E+01
  1504  -0.81548008E+01   0.98915809E-03  -0.17228198E-02   0.14876938E+01  -0.25911210E+01
  1505  -0.81573212E+01   0.98851657E-03  -0.17219821E-02   0.14877174E+01  -0.25915831E+01
  1506  -0.81598409E+01   0.98787550E-03  -0.17211453E-02   0.14877405E+01  -0.25920448E+01
  1507  -0.81623599E+01   0.98723489E-03  -0.17203096E-02   0.14877630E+01  -0.25925066E+01
  1508  -0.81648783E+01   0.98659472E-03  -0.17194747E-02   0.14877848E+01  -0.25929678E+01
  1509  -0.81673959E+01   0.98595500E-03  -0.17186409E-02   0.14878061E+01  -0.25934291E+01
  1510  -0.81699129E+01   0.98531574E-03  -0.17178079E-02   0.14878268E+01  -0.25938899E+01
  1511  -0.81724292E+01   0.98467692E-03  -0.17169759E-02   0.14878468E+01  -0.25943506E+01
  1512  -0.81749448E+01   0.98403855E-03  -0.17161449E-02   0.14878663E+01  -0.25948111E+01
  1513  -0.81774597E+01   0.98340063E-03  -0.17153148E-02   0.14878852E+01  -0.25952713E+01
  1514  -0.81799740E+01   0.98276316E-03  -0.17144857E-02   0.14879034E+01  -0.25957313E+01
  1515  -0.81824876E+01   0.98212614E-03  -0.17136574E-02   0.14879211E+01  -0.25961910E+01
  1516  -0.81850005E+01   0.98148956E-03  -0.17128302E-02   0.14879382E+01  -0.25966506E+01
  1517  -0.81875127E+01   0.98085343E-03  -0.17120038E-02   0.14879547E+01  -0.25971098E+01
  1518  -0.81900243E+01   0.98021774E-03  -0.17111784E-02   0.14879705E+01  -0.25975688E+01
  1519  -0.81925351E+01   0.97958250E-03  -0.17103540E-02   0.14879858E+01  -0.25980277E+01
  1520  -0.81950454E+01   0.97894770E-03  -0.17095305E-02   0.14880005E+01  -0.25984864E+01
  1521  -0.81975549E+01   0.97831335E-03  -0.17087079E-02   0.14880146E+01  -0.25989447E+01
  1522  -0.82000638E+01   0.97767943E-03  -0.17078862E-02   0.14880281E+01  -0.25994028E+01
  1523  -0.82025720E+01   0.97704597E-03  -0.17070655E-02   0.14880410E+01  -0.25998608E+01
  1524  -0.82050795E+01   0.97641294E-03  -0.17062456E-02   0.14880533E+01  -0.26003183E+01
  1525  -0.82075864E+01   0.97578036E-03  -0.17054268E-02   0.14880650E+01  -0.26007759E+01
  1526  -0.82100926E+01   0.97514821E-03  -0.17046088E-02   0.14880762E+01  -0.26012330E+01
  1527  -0.82125982E+01   0.97451651E-03  -0.17037918E-02   0.14880867E+01  -0.26016901E+01
  1528  -0.82151031E+01   0.97388525E-03  -0.17029757E-02   0.14880967E+01  -0.26021469E+01
  1529  -0.82176073E+01   0.97325442E-03  -0.17021605E-02   0.14881060E+01  -0.26026034E+01
  1530  -0.82201109E+01   0.97262404E-03  -0.17013462E-02   0.14881148E+01  -0.26030597E+01
  1531  -0.82226138E+01   0.97199409E-03  -0.17005329E-02   0.14881230E+01  -0.26035159E+01
  1532  -0.82251161E+01   0.97136459E-03  -0.16997204E-02   0.14881306E+01  -0.26039717E+01
  1533  -0.82276177E+01   0.97073552E-03  -0.16989089E-02   0.14881376E+01  -0.26044273E+01
  1534  -0.82301186E+01   0.97010688E-03  -0.16980983E-02   0.14881440E+01  -0.26048828E+01
  1535  -0.82326189E+01   0.96947868E-03  -0.16972886E-02   0.14881498E+01  -0.26053380E+01
  1536  -0.82351186E+01   0.96885092E-03  -0.16964798E-02   0.14881550E+01  -0.26057930E+01
  1537  -0.82376175E+01   0.96822359E-03  -0.16956720E-02   0.14881597E+01  -0.26062479E+01
  1538  -0.82401159E+01   0.96759670E-03  -0.16948650E-02   0.14881637E+01  -0.26067024E+01
  1539  -0.82426136E+01   0.96697024E-03  -0.16940590E-02   0.14881672E+01  -0.26071568E+01
  1540  -0.82451106E+01   0.96634422E-03  -0.16932538E-02   0.14881701E+01  -0.26076109E+01
  1541  -0.82476070E+01   0.96571862E-03  -0.16924496E-02   0.14881724E+01  -0.26080648E+01
  1542  -0.82501028E+01   0.96509346E-03  -0.16916462E-02   0.14881741E+01  -0.26085184E+01
  1543  -0.82525979E+01   0.96446873E-03  -0.16908438E-02   0.14881753E+01  -0.26089720E+01
  1544  -0.82550924E+01   0.96384444E-03  -0.16900422E-02   0.14881758E+01  -0.26094252E+01
  1545  -0.82575862E+01   0.96322057E-03  -0.16892416E-02   0.14881758E+01  -0.26098783E+01
  1546  -0.82600794E+01   0.96259714E-03  -0.16884419E-02   0.14881752E+01  -0.26103312E+01
  1547  -0.82625719E+01   0.96197413E-03  -0.16876430E-02   0.14881740E+01  -0.26107837E+01
  1548  -0.82650638E+01   0.96135155E-03  -0.16868451E-02   0.14881722E+01  -0.26112362E+01
  1549  -0.82675551E+01   0.96072940E-03  -0.16860480E-02   0.14881698E+01  -0.26116884E+01
  1550  -0.82700457E+01   0.96010768E-03  -0.16852518E-02   0.14881669E+01  -0.26121403E+01
  1551  -0.82725357E+01   0.95948639E-03  -0.16844566E-02   0.14881634E+01  -0.26125922E+01
  1552  -0.82750251E+01   0.95886553E-03  -0.16836622E-02   0.14881593E+01  -0.26130437E+01
  1553  -0.82775138E+01   0.95824509E-03  -0.16828687E-02   0.14881546E+01  -0.26134951E+01
  1554  -0.82800019E+01   0.95762508E-03  -0.16820761E-02   0.14881494E+01  -0.26139463E+01
  1555  -0.82824894E+01   0.95700549E-03  -0.16812843E-02   0.14881435E+01  -0.26143971E+01
  1556  -0.82849762E+01   0.95638633E-03  -0.16804935E-02   0.14881371E+01  -0.26148479E+01
  1557  -0.82874625E+01   0.95576759E-03  -0.16797035E-02   0.14881301E+01  -0.26152983E+01
  1558  -0.82899480E+01   0.95514927E-03  -0.16789144E-02   0.14881226E+01  -0.26157486E+01
  1559  -0.82924330E+01   0.95453138E-03  -0.16781262E-02   0.14881144E+01  -0.26161987E+01
  1560  -0.82949173E+01   0.95391392E-03  -0.16773389E-02   0.14881057E+01  -0.26166487E+01
  1561  -0.82974010E+01   0.95329687E-03  -0.16765525E-02   0.14880964E+01  -0.26170985E+01
  1562  -0.82998841E+01   0.95268025E-03  -0.16757669E-02   0.14880866E+01  -0.26175479E+01
  1563  -0.83023666E+01   0.95206405E-03  -0.16749822E-02   0.14880761E+01  -0.26179972E+01
  1564  -0.83048484E+01   0.95144827E-03  -0.16741984E-02   0.14880651E+01  -0.26184463E+01
  1565  -0.83073296E+01   0.95083291E-03  -0.16734155E-02   0.14880535E+01  -0.26188953E+01
  1566  -0.83098102E+01   0.95021797E-03  -0.16726334E-02   0.14880413E+01  -0.26193439E+01
  1567  -0.83122902E+01   0.94960344E-03  -0.16718522E-02   0.14880286E+01  -0.26197924E+01
  1568  -0.83147696E+01   0.94898934E-03  -0.16710718E-02   0.14880153E+01  -0.26202406E+01
  1569  -0.83172483E+01   0.94837566E-03  -0.16702924E-02   0.14880014E+01  -0.26206888E+01
  1570  -0.83197265E+01   0.94776239E-03  -0.16695138E-02   0.14879870E+01  -0.26211367E+01
  1571  -0.83222040E+01   0.94714954E-03  -0.16687360E-02   0.14879719E+01  -0.26215843E+01
  1572  -0.83246809E+01   0.94653711E-03  -0.16679591E-02   0.14879563E+01  -0.26220317E+01
  1573  -0.83271572E+01   0.94592509E-03  -0.16671831E-02   0.14879402E+01  -0.26224790E+01
  1574  -0.83296329E+01   0.94531349E-03  -0.16664080E-02   0.14879234E+01  -0.26229262E+01
  1575  -0.83321079E+01   0.94470231E-03  -0.16656337E-02   0.14879061E+01  -0.26233731E+01
  1576  -0.83345824E+01   0.94409153E-03  -0.16648602E-02   0.14878883E+01  -0.26238197E+01
  1577  -0.83370563E+01   0.94348118E-03  -0.16640877E-02   0.14878698E+01  -0.26242663E+01
  1578  -0.83395295E+01   0.94287124E-03  -0.16633159E-02   0.14878508E+01  -0.26247125E+01
  1579  -0.83420022E+01   0.94226171E-03  -0.16625451E-02   0.14878312E+01  -0.26251587E+01
  1580  -0.83444742E+01   0.94165259E-03  -0.16617750E-02   0.14878111E+01  -0.26256045E+01
  1581  -0.83469456E+01   0.94104388E-03  -0.16610059E-02   0.14877904E+01  -0.26260503E+01
  1582  -0.83494165E+01   0.94043559E-03  -0.16602375E-02   0.14877691E+01  -0.26264957E+01
  1583  -0.83518867E+01   0.93982771E-03  -0.16594701E-02   0.14877473E+01  -0.26269412E+01
  1584  -0.83543563E+01   0.93922024E-03  -0.16587035E-02   0.14877249E+01  -0.26273863E+01
  1585  -0.83568254E+01   0.93861318E-03  -0.16579377E-02   0.14877019E+01  -0.26278313E+01
  1586  -0.83592938E+01   0.93800652E-03  -0.16571728E-02   0.14876783E+01  -0.26282761E+01
  1587  -0.83617616E+01   0.93740028E-03  -0.16564087E-02   0.14876542E+01  -0.26287206E+01
  1588  -0.83642289E+01   0.93679445E-03  -0.16556454E-02   0.14876296E+01  -0.26291649E+01
  1589  -0.83666955E+01   0.93618902E-03  -0.16548830E-02   0.14876044E+01  -0.26296091E+01
  1590  -0.83691616E+01   0.93558400E-03  -0.16541215E-02   0.14875786E+01  -0.26300532E+01
  1591  -0.83716271E+01   0.93497939E-03  -0.16533607E-02   0.14875522E+01  -0.26304969E+01
  1592  -0.83740919E+01   0.93437519E-03  -0.16526009E-02   0.14875253E+01  -0.26309406E+01
  1593  -0.83765562E+01   0.93377139E-03  -0.16518418E-02   0.14874978E+01  -0.26313840E+01
  1594  -0.83790199E+01   0.93316800E-03  -0.16510836E-02   0.14874698E+01  -0.26318273E+01
  1595  -0.83814830E+01   0.93256501E-03  -0.16503262E-02   0.14874412E+01  -0.26322703E+01
  1596  -0.83839455E+01   0.93196243E-03  -0.16495697E-02   0.14874120E+01  -0.26327132E+01
  1597  -0.83864074E+01   0.93136025E-03  -0.16488139E-02   0.14873823E+01  -0.26331558E+01
  1598  -0.83888687E+01   0.93075848E-03  -0.16480591E-02   0.14873521E+01  -0.26335984E+01
  1599  -0.83913295E+01   0.93015711E-03  -0.16473050E-02   0.14873212E+01  -0.26340407E+01
  1600  -0.83937897E+01   0.92955614E-03  -0.16465518E-02   0.14872898E+01  -0.26344829E+01
  1601  -0.83962492E+01   0.92895557E-03  -0.16457994E-02   0.14872579E+01  -0.26349248E+01
  1602  -0.83987082E+01   0.92835541E-03  -0.16450478E-02   0.14872254E+01  -0.26353666E+01
  1603  -0.84011667E+01   0.92775564E-03  -0.16442970E-02   0.14871923E+01  -0.26358081E+01
  1604  -0.84036245E+01   0.92715628E-03  -0.16435471E-02   0.14871587E+01  -0.26362495E+01
  1605  -0.84060817E+01   0.92655732E-03  -0.16427980E-02   0.14871245E+01  -0.26366908E+01
  1606  -0.84085384E+01   0.92595876E-03  -0.16420497E-02   0.14870898E+01  -0.26371318E+01
  1607  -0.84109945E+01   0.92536059E-03  -0.16413023E-02   0.14870545E+01  -0.26375728E+01
  1608  -0.84134501E+01   0.92476283E-03  -0.16405556E-02   0.14870186E+01  -0.26380134E+01
